Lp.,x1(0),x2(0),x1*,x2*,y*,f_calls,g_calls,,x1*,x2*,y*,f_calls,g_calls,,x1*,x2*,y*,f_calls,g_calls,H_calls
60,1.07168,-0.217746,0.00018906,-0.00045643,1.93523e-07,19,19,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
61,0.263468,-0.838035,0.000178222,-0.000430266,1.71972e-07,16,16,,0.000148876,-0.000452572,1.81772e-07,9,9,,0.000148876,-0.000452572,1.81772e-07,9,9,0
62,-0.535671,-0.513724,0.000155894,-0.000376362,1.31581e-07,13,13,,2.77031e-05,-0.000207854,3.898e-08,9,9,,2.77031e-05,-0.000207854,3.898e-08,9,9,0
63,-0.64852,-0.0319445,-0.000215575,0.000520443,2.51612e-07,14,14,,5.48607e-05,-0.000231231,4.68015e-08,10,10,,5.48607e-05,-0.000231231,4.68015e-08,10,10,0
64,-0.712239,-0.854467,0.00016404,-0.000396027,1.45691e-07,14,14,,-8.41197e-05,-0.000265507,1.06981e-07,9,9,,-8.41197e-05,-0.000265507,1.06981e-07,9,9,0
65,-0.617482,-0.414728,0.000240117,-0.00024472,1.16438e-07,5,5,,-0.000141478,9.76251e-05,3.57509e-08,9,9,,-0.000141478,9.76251e-05,3.57509e-08,9,9,0
66,0.512428,1.87625,-0.000181689,0.000438636,1.78728e-07,17,17,,-7.34777e-05,0.00033676,9.94607e-08,10,10,,-7.34777e-05,0.00033676,9.94607e-08,10,10,0
67,0.956345,-0.857468,0.000189308,-0.00045703,1.94032e-07,19,19,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
68,-0.304585,-1.46377,0.000151881,-0.000366674,1.24895e-07,17,17,,7.69202e-05,-0.000333917,9.76493e-08,10,10,,7.69202e-05,-0.000333917,9.76493e-08,10,10,0
69,-1.27904,-1.91482,-0.000234331,0.000565725,2.973e-07,13,13,,0.000229761,-0.00044841,2.03625e-07,10,10,,0.000229761,-0.00044841,2.03625e-07,10,10,0
70,1.50416,-0.6595,1.86711,-0.829269,0.412043,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
71,0.125181,-1.28938,0.000154164,-0.000372184,1.28676e-07,17,17,,4.02499e-05,-0.000249933,5.56467e-08,10,10,,4.02499e-05,-0.000249933,5.56467e-08,10,10,0
72,1.00781,0.956708,0.00019328,-0.000466619,2.02259e-07,13,13,,7.85514e-06,-0.000233998,5.30406e-08,11,11,,7.85514e-06,-0.000233998,5.30406e-08,11,11,0
73,-0.828888,-1.4673,0.000235714,-0.000569065,3.00821e-07,15,15,,-0.000185988,0.000139606,6.27077e-08,10,10,,-0.000185988,0.000139606,6.27077e-08,10,10,0
74,0.169932,-0.0662584,0.000191887,-0.000463257,1.99356e-07,12,12,,0.000141177,-0.000268682,7.412e-08,8,8,,0.000141177,-0.000268682,7.412e-08,8,8,0
75,1.93497,-1.24785,1.6758,-0.83521,0.324956,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
76,1.35278,-1.88908,1.81749,-0.862299,0.333035,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
77,-1.92165,1.15219,-1.60182,0.763807,0.394268,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
78,1.84353,1.52206,0.000181377,-0.000437883,1.78115e-07,16,16,,-0.000215759,0.00038345,1.57405e-07,13,13,,-0.000215759,0.00038345,1.57405e-07,13,13,0
79,-1.83438,-1.70364,-0.000226762,0.000547451,2.78404e-07,15,15,,0.000152884,-0.00048996,2.11901e-07,11,11,,0.000152884,-0.00048996,2.11901e-07,11,11,0
80,1.15794,-1.84015,0.000240807,-0.000581359,3.13959e-07,20,20,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
81,-0.79491,0.701318,-0.000187847,0.000453502,1.91048e-07,17,17,,-6.32201e-05,-0.000208228,6.45165e-08,10,10,,-6.32201e-05,-0.000208228,6.45165e-08,10,10,0
82,-0.56375,0.798989,-0.000223375,0.000539275,2.7015e-07,16,16,,-0.000216536,0.000466867,2.10647e-07,9,9,,-0.000216536,0.000466867,2.10647e-07,9,9,0
83,1.97725,-1.96682,1.37082,-0.861837,0.717818,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
84,0.171212,1.72981,-0.000197959,0.000477915,2.1217e-07,17,17,,-5.39224e-05,0.000306179,8.3051e-08,10,10,,-5.39224e-05,0.000306179,8.3051e-08,10,10,0
85,1.12343,-1.3971,1.7099,-0.869293,0.30656,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
86,1.53928,-1.78678,0.000187067,-0.000451621,1.89466e-07,18,18,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
87,1.88874,-0.706256,1.837,-0.803341,0.366423,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
88,-1.12933,1.22727,-1.55783,0.844281,0.449386,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
89,-1.9037,1.19815,-1.87002,0.782586,0.429993,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
90,-0.3838,-0.245379,0.000176956,-0.000427209,1.69537e-07,10,10,,8.71678e-05,-0.000257026,5.88543e-08,7,7,,8.71678e-05,-0.000257026,5.88543e-08,7,7,0
91,-0.274628,-1.89875,0.000214688,-0.000518302,2.49545e-07,17,17,,5.28815e-05,-0.000282346,7.03815e-08,10,10,,5.28815e-05,-0.000282346,7.03815e-08,10,10,0
92,-1.99002,0.760229,-0.00016688,0.000402883,1.5078e-07,18,18,,-0.000254872,0.000391125,1.83211e-07,10,10,,-0.000254872,0.000391125,1.83211e-07,10,10,0
93,0.162264,1.86725,-0.000219027,0.000528777,2.59734e-07,17,17,,-1.61254e-05,0.000250801,5.9377e-08,10,10,,-1.61254e-05,0.000250801,5.9377e-08,10,10,0
94,-1.49665,0.831303,-1.88442,0.813753,0.453477,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
95,0.226706,-0.297917,0.000200104,-0.000483093,2.16793e-07,14,14,,0.000125094,-0.000488344,2.08688e-07,8,8,,0.000125094,-0.000488344,2.08688e-07,8,8,0
96,1.65858,-0.377431,1.77073,-0.843261,0.303672,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
97,1.5732,-0.919486,1.81776,-0.811939,0.340535,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
98,-0.907621,-0.394425,-0.000177698,0.000429001,1.70963e-07,15,15,,-0.000154337,0.000335913,1.08633e-07,10,10,,-0.000154337,0.000335913,1.08633e-07,10,10,0
99,1.91182,-0.693442,1.89381,-0.824761,0.474014,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
100,1.44558,-0.898568,1.64152,-0.840111,0.352873,10001,10001,,nan,nan,nan,10001,10001,,nan,nan,nan,10001,10001,0
1,1.85133,1.91194,0.00014992,-0.000221903,6.09251e-08,316,10,,3.98093e-05,-8.35017e-05,6.81795e-09,211,7,,3.98093e-05,-8.35017e-05,6.81795e-09,211,7,0
2,0.345011,-1.13556,4.75252e-05,-0.000177802,2.76809e-08,281,9,,-1.56559e-05,-3.15457e-05,1.97923e-09,141,5,,-1.56559e-05,-3.15457e-05,1.97923e-09,141,5,0
3,0.877435,0.809132,-5.66131e-05,-0.000299658,1.1317e-07,281,9,,6.93057e-05,-0.000121681,1.59796e-08,211,7,,6.93057e-05,-0.000121681,1.59796e-08,211,7,0
4,0.589435,-0.521976,0.000206596,-0.000232278,9.13295e-08,351,11,,0.000131986,2.89871e-05,3.95066e-08,141,5,,0.000131986,2.89871e-05,3.95066e-08,141,5,0
5,1.7735,-1.58255,3.53806e-05,-0.000283671,7.29364e-08,421,13,,1.74756,-0.87383,0.298638,176,6,,1.74756,-0.87383,0.298638,176,6,0
6,-1.82873,-1.59864,-0.000314454,0.000452172,2.60035e-07,316,10,,6.50114e-05,-7.89285e-06,8.00213e-09,281,9,,6.50114e-05,-7.89285e-06,8.00213e-09,281,9,0
7,-1.78104,1.00041,-1.74754,0.874114,0.298639,666,20,,-1.74754,0.873581,0.298638,106,4,,-1.74754,0.873581,0.298638,106,4,0
8,-0.96128,-1.13814,-0.000199554,0.000269173,9.83829e-08,316,10,,-9.38084e-05,0.000145502,2.51215e-08,211,7,,-9.38084e-05,0.000145502,2.51215e-08,211,7,0
9,1.35646,1.3375,0.000263757,-0.000151207,1.22117e-07,316,10,,-1.74753,0.873423,0.298639,211,7,,-1.74753,0.873423,0.298639,211,7,0
10,0.683213,0.991289,-0.000251419,0.000409168,1.90969e-07,246,8,,-4.82713e-05,3.33514e-05,4.16264e-09,176,6,,-4.82713e-05,3.33514e-05,4.16264e-09,176,6,0
11,-1.72317,-0.230925,-1.74755,0.873567,0.298638,631,19,,-1.74755,0.873759,0.298638,246,8,,-1.74755,0.873759,0.298638,246,8,0
12,-0.254591,1.11883,-0.000210383,0.000135234,7.83595e-08,316,10,,3.56816e-05,6.77797e-05,9.55892e-09,141,5,,3.56816e-05,6.77797e-05,9.55892e-09,141,5,0
13,1.54996,0.0446634,1.74762,-0.873687,0.298638,246,8,,1.74748,-0.873702,0.298638,211,7,,1.74748,-0.873702,0.298638,211,7,0
14,-0.846583,-1.89287,0.000299021,-0.000416048,2.27515e-07,316,10,,2.38614e-05,-0.000164364,2.42324e-08,211,7,,2.38614e-05,-0.000164364,2.42324e-08,211,7,0
15,-0.998596,-0.843296,1.97705e-05,0.000293974,9.30146e-08,351,11,,0.000244105,-0.000128774,1.04323e-07,316,10,,0.000244105,-0.000128774,1.04323e-07,316,10,0
16,-1.93851,-1.29413,7.32663e-05,0.000126243,3.59226e-08,211,7,,-9.18748e-06,3.72212e-06,1.48477e-10,176,6,,-9.18748e-06,3.72212e-06,1.48477e-10,176,6,0
17,1.25892,-0.537994,1.74754,-0.873574,0.298638,456,14,,1.74758,-0.873973,0.298638,351,11,,1.74758,-0.873973,0.298638,351,11,0
18,-1.19837,-0.027452,-1.74754,0.873581,0.298638,281,9,,-1.74753,0.873398,0.298639,141,5,,-1.74753,0.873398,0.298639,141,5,0
19,-1.74397,1.81127,3.00924e-06,0.000237915,5.73376e-08,421,13,,-1.74755,0.873778,0.298638,141,5,,-1.74755,0.873778,0.298638,141,5,0
20,1.88534,0.76104,0.000181993,-0.000325719,1.13057e-07,246,8,,-5.37274e-05,2.47739e-05,5.05597e-09,281,9,,-5.37274e-05,2.47739e-05,5.05597e-09,281,9,0
21,-1.33602,1.40023,-1.74761,0.874072,0.298639,666,20,,-1.74755,0.873971,0.298638,211,7,,-1.74755,0.873971,0.298638,211,7,0
22,-1.64851,-0.913616,-1.74754,0.873587,0.298638,491,15,,-1.7475,0.873533,0.298639,246,8,,-1.7475,0.873533,0.298639,246,8,0
23,0.790459,-1.05496,3.29992e-05,-9.26349e-05,7.70224e-09,211,7,,nan,nan,nan,10002,287,,nan,nan,nan,10002,287,0
24,1.39824,1.83187,0.000185779,-0.000166274,6.57843e-08,386,12,,-0.000254003,4.60822e-05,1.19453e-07,666,20,,-0.000254003,4.60822e-05,1.19453e-07,666,20,0
25,-0.27358,1.4907,-5.82139e-05,0.000345073,1.05765e-07,351,11,,-0.000151479,0.000237168,6.62145e-08,176,6,,-0.000151479,0.000237168,6.62145e-08,176,6,0
26,-0.77636,0.581646,-0.000170101,0.000196449,6.30449e-08,351,11,,-2.98203e-05,6.21387e-05,3.78673e-09,176,6,,-2.98203e-05,6.21387e-05,3.78673e-09,176,6,0
27,1.85444,-0.291864,1.74752,-0.873581,0.298638,596,18,,1.7475,-0.873405,0.298639,211,7,,1.7475,-0.873405,0.298639,211,7,0
28,1.35871,0.494302,1.7475,-0.87375,0.298638,246,8,,1.7476,-0.873655,0.298638,141,5,,1.7476,-0.873655,0.298638,141,5,0
29,-1.32669,0.948249,-1.74753,0.873624,0.298638,386,12,,-1.74752,0.873658,0.298638,211,7,,-1.74752,0.873658,0.298638,211,7,0
30,0.933448,1.57246,-0.000301342,0.000405523,2.23862e-07,246,8,,-4.28217e-05,0.000234923,4.87964e-08,141,5,,-4.28217e-05,0.000234923,4.87964e-08,141,5,0
31,1.88375,0.161644,0.000152379,-0.000305988,9.34412e-08,176,6,,-0.000111577,0.000184753,3.84182e-08,316,10,,-0.000111577,0.000184753,3.84182e-08,316,10,0
32,-1.07446,0.466773,-6.15645e-05,0.000302025,8.02055e-08,386,12,,nan,nan,nan,10002,287,,nan,nan,nan,10002,287,0
33,-1.64638,0.6737,-1.74755,0.873326,0.298639,526,16,,-1.74759,0.87414,0.298639,106,4,,-1.74759,0.87414,0.298639,106,4,0
34,-1.04496,0.133574,2.28334e-05,0.000268681,7.93672e-08,351,11,,nan,nan,nan,10002,287,,nan,nan,nan,10002,287,0
35,1.01865,0.947344,-1.50874e-05,-0.000337906,1.19734e-07,351,11,,-0.0002038,0.000123332,7.31447e-08,316,10,,-0.0002038,0.000123332,7.31447e-08,316,10,0
36,0.484915,-0.142453,0.0001244,-2.72289e-05,2.8305e-08,211,7,,8.84602e-05,-8.48593e-05,1.53448e-08,176,6,,8.84602e-05,-8.48593e-05,1.53448e-08,176,6,0
37,-0.58665,-0.667142,-9.61016e-05,-0.00020537,8.0384e-08,211,7,,9.54069e-06,-7.92691e-06,1.69257e-10,176,6,,9.54069e-06,-7.92691e-06,1.69257e-10,176,6,0
38,-1.15792,1.31717,-1.74757,0.873486,0.298639,771,23,,-1.74759,0.874257,0.298639,421,13,,-1.74759,0.874257,0.298639,421,13,0
39,0.409595,-0.0721823,7.04486e-05,-0.000209912,3.92011e-08,176,6,,1.39837e-05,-1.77345e-05,4.57605e-10,176,6,,1.39837e-05,-1.77345e-05,4.57605e-10,176,6,0
40,-0.219314,-1.5177,-3.25501e-05,-0.000239867,6.74627e-08,351,11,,3.22939e-05,-9.08544e-05,7.40628e-09,176,6,,3.22939e-05,-9.08544e-05,7.40628e-09,176,6,0
41,-1.37646,-1.1409,-1.74753,0.873292,0.298639,386,12,,nan,nan,nan,10002,287,,nan,nan,nan,10002,287,0
42,-0.693464,-0.835466,0.000103463,-0.000172595,3.33412e-08,246,8,,1.19283e-05,-6.75922e-06,2.49631e-10,176,6,,1.19283e-05,-6.75922e-06,2.49631e-10,176,6,0
43,1.65106,-1.10089,1.74759,-0.873986,0.298638,456,14,,1.74756,-0.873787,0.298638,176,6,,1.74756,-0.873787,0.298638,176,6,0
44,0.76335,1.47818,-0.000155361,0.000231049,6.5762e-08,316,10,,-0.000204423,0.000142465,7.47507e-08,176,6,,-0.000204423,0.000142465,7.47507e-08,176,6,0
45,-0.590958,-0.0792568,-8.31701e-05,0.000194047,3.535e-08,106,4,,-0.000109747,4.95443e-05,2.1106e-08,176,6,,-0.000109747,4.95443e-05,2.1106e-08,176,6,0
46,0.981527,1.85673,1.61785e-05,0.000346584,1.26251e-07,281,9,,-8.40795e-05,0.000444983,1.74735e-07,141,5,,-8.40795e-05,0.000444983,1.74735e-07,141,5,0
47,-0.832215,1.08472,-0.000149637,2.72828e-05,4.14442e-08,246,8,,-3.70237e-05,-0.000219081,5.88493e-08,561,17,,-3.70237e-05,-0.000219081,5.88493e-08,561,17,0
48,-1.08603,-1.85572,-0.000269544,0.00031915,1.61139e-07,316,10,,-3.34455e-05,5.77758e-05,3.64291e-09,211,7,,-3.34455e-05,5.77758e-05,3.64291e-09,211,7,0
49,1.44772,1.28429,1.74755,-0.873492,0.298639,736,22,,1.74762,-0.874115,0.298639,2591,75,,1.74762,-0.874115,0.298639,2591,75,0
50,1.7337,0.49401,1.74755,-0.87343,0.298639,631,19,,1.74761,-0.873661,0.298638,211,7,,1.74761,-0.873661,0.298638,211,7,0
51,-1.59683,-1.2464,-1.74753,0.873398,0.298639,421,13,,-1.74761,0.873779,0.298638,316,10,,-1.74761,0.873779,0.298638,316,10,0
52,-1.54127,1.22287,-1.74762,0.87422,0.298639,456,14,,-1.74759,0.87382,0.298638,176,6,,-1.74759,0.87382,0.298638,176,6,0
53,-0.940808,1.95646,-1.74755,0.873544,0.298638,561,17,,-1.74755,0.873352,0.298639,631,19,,-1.74755,0.873352,0.298639,631,19,0
54,-0.208829,-1.7079,-3.2024e-05,-0.00027709,8.77036e-08,351,11,,8.13439e-05,-0.000254355,5.72398e-08,176,6,,8.13439e-05,-0.000254355,5.72398e-08,176,6,0
55,1.85392,-0.934917,6.68348e-05,-0.000272032,6.47541e-08,316,10,,-1.7476,0.87369,0.298638,771,23,,-1.7476,0.87369,0.298638,771,23,0
56,0.840102,1.20118,-0.000211437,0.00031102,1.20384e-07,246,8,,-3.75839e-05,0.000284668,7.31623e-08,141,5,,-3.75839e-05,0.000284668,7.31623e-08,141,5,0
57,-0.242918,-0.776635,-7.37929e-05,-0.000256399,9.55514e-08,281,9,,0.000199916,-0.000401685,1.60981e-07,106,4,,0.000199916,-0.000401685,1.60981e-07,106,4,0
58,-0.158417,-0.139729,-5.02583e-05,-4.64732e-05,9.54721e-09,141,5,,1.04146e-05,-2.32819e-05,5.16504e-10,106,4,,1.04146e-05,-2.32819e-05,5.16504e-10,106,4,0
59,0.428371,1.01632,7.01248e-05,0.000220096,7.37115e-08,281,9,,-1.58462e-05,2.60584e-05,7.68315e-10,176,6,,-1.58462e-05,2.60584e-05,7.68315e-10,176,6,0
60,0.655447,-1.42444,7.27674e-05,-0.000263035,6.06374e-08,281,9,,-3.18252e-06,4.47625e-05,1.88148e-09,246,8,,-3.18252e-06,4.47625e-05,1.88148e-09,246,8,0
61,1.25694,-0.277627,1.7476,-0.874049,0.298639,561,17,,1.74752,-0.873891,0.298638,561,17,,1.74752,-0.873891,0.298638,561,17,0
62,-0.895858,1.29966,-0.00022028,-3.68687e-05,1.06528e-07,176,6,,0.000129642,-0.000504702,2.22907e-07,911,27,,0.000129642,-0.000504702,2.22907e-07,911,27,0
63,-0.781588,0.835849,-0.000157082,-0.000185007,1.12638e-07,176,6,,-0.00030487,0.000444382,2.47888e-07,456,14,,-0.00030487,0.000444382,2.47888e-07,456,14,0
64,0.222576,-0.958823,0.000118852,-0.000540241,2.55903e-07,281,9,,-1.06382e-05,-1.9457e-05,8.11901e-10,141,5,,-1.06382e-05,-1.9457e-05,8.11901e-10,141,5,0
65,-0.750535,-0.569762,0.00010142,0.000257229,1.12827e-07,211,7,,-3.1879e-05,3.94526e-06,1.92233e-09,176,6,,-3.1879e-05,3.94526e-06,1.92233e-09,176,6,0
66,0.443995,-0.703597,4.63526e-05,-8.80903e-05,7.97381e-09,211,7,,0.000122774,-0.000133674,3.16039e-08,141,5,,0.000122774,-0.000133674,3.16039e-08,141,5,0
67,-1.35787,-1.87555,-0.000195488,0.000180604,7.37432e-08,386,12,,-0.000139062,0.000310739,9.20233e-08,526,16,,-0.000139062,0.000310739,9.20233e-08,526,16,0
68,-1.87732,1.81935,0.000111475,-0.000219348,4.85152e-08,211,7,,1.74751,-0.873722,0.298638,211,7,,1.74751,-0.873722,0.298638,211,7,0
69,-0.612831,0.0187814,-0.000153049,0.000384178,1.35643e-07,106,4,,-7.98038e-05,0.000215679,4.20429e-08,211,7,,-7.98038e-05,0.000215679,4.20429e-08,211,7,0
70,-1.16315,-1.33215,-0.00019819,0.00021303,8.17202e-08,386,12,,-0.000126726,-0.000127683,6.46025e-08,421,13,,-0.000126726,-0.000127683,6.46025e-08,421,13,0
71,-0.337795,0.773075,-9.40413e-06,2.41068e-05,5.31309e-10,141,5,,-3.57261e-06,7.08401e-05,4.79077e-09,141,5,,-3.57261e-06,7.08401e-05,4.79077e-09,141,5,0
72,1.74051,-0.019468,1.74755,-0.873319,0.298639,631,19,,1.74755,-0.873737,0.298638,176,6,,1.74755,-0.873737,0.298638,176,6,0
73,0.336517,0.304108,-3.29803e-05,6.7467e-05,4.50212e-09,176,6,,-9.59937e-05,0.000190493,3.6431e-08,106,4,,-9.59937e-05,0.000190493,3.6431e-08,106,4,0
74,-0.942899,-1.9089,0.00021672,-0.000285685,1.13637e-07,316,10,,0.000122962,-4.66842e-05,2.66784e-08,176,6,,0.000122962,-4.66842e-05,2.66784e-08,176,6,0
75,1.79335,0.140777,1.74748,-0.873483,0.298639,806,24,,1.74759,-0.874295,0.298639,316,10,,1.74759,-0.874295,0.298639,316,10,0
76,-1.283,-1.33533,-0.000193526,0.000177737,7.20984e-08,386,12,,0.000286611,-0.00021198,1.48471e-07,701,21,,0.000286611,-0.00021198,1.48471e-07,701,21,0
77,0.507728,1.03226,6.16896e-05,0.000189359,5.51497e-08,281,9,,-3.88284e-05,5.17045e-05,3.68104e-09,176,6,,-3.88284e-05,5.17045e-05,3.68104e-09,176,6,0
78,-0.964971,1.80084,-1.74754,0.8735,0.298639,561,17,,-1.74764,0.873899,0.298638,736,22,,-1.74764,0.873899,0.298638,736,22,0
79,-1.35364,1.41529,-1.74762,0.8741,0.298639,666,20,,-1.74755,0.874006,0.298638,211,7,,-1.74755,0.874006,0.298638,211,7,0
80,-1.57035,-0.97031,-1.74753,0.87339,0.298639,351,11,,-1.74751,0.873599,0.298638,246,8,,-1.74751,0.873599,0.298638,246,8,0
81,-1.76359,-0.510326,-1.74756,0.87341,0.298639,631,19,,-1.74755,0.87397,0.298638,281,9,,-1.74755,0.87397,0.298638,281,9,0
82,-0.228189,-1.61925,-3.25693e-05,-0.000247378,7.13743e-08,351,11,,5.28498e-05,-0.000157349,2.2029e-08,176,6,,5.28498e-05,-0.000157349,2.2029e-08,176,6,0
83,0.845012,-0.183902,-1.49542e-05,3.54155e-05,1.17191e-09,106,4,,-0.000153028,5.78491e-05,4.13293e-08,631,19,,-0.000153028,5.78491e-05,4.13293e-08,631,19,0
84,0.195225,0.896216,-0.000157358,0.000239959,6.93441e-08,316,10,,0.000271953,-0.000543084,2.95164e-07,106,4,,0.000271953,-0.000543084,2.95164e-07,106,4,0
85,-0.966543,0.611061,-0.000106691,2.6141e-05,2.06602e-08,246,8,,-0.000241238,0.000541996,2.79401e-07,491,15,,-0.000241238,0.000541996,2.79401e-07,491,15,0
86,-1.77299,-0.459311,-1.74756,0.873429,0.298639,631,19,,-1.74757,0.87365,0.298638,421,13,,-1.74757,0.87365,0.298638,421,13,0
87,-0.265111,1.75576,-7.28416e-05,0.000522742,2.45793e-07,351,11,,3.84482e-05,0.000115782,2.08137e-08,211,7,,3.84482e-05,0.000115782,2.08137e-08,211,7,0
88,1.8632,1.5228,0.000119852,-0.000186941,4.12708e-08,316,10,,0.000131975,-0.000244103,6.22055e-08,211,7,,0.000131975,-0.000244103,6.22055e-08,211,7,0
89,-1.38436,-1.40161,-0.000287832,0.00041241,2.17072e-07,351,11,,nan,nan,nan,10002,287,,nan,nan,nan,10002,287,0
90,-1.28307,0.738431,-1.74752,0.873456,0.298639,176,6,,-1.74759,0.874146,0.298639,386,12,,-1.74759,0.874146,0.298639,386,12,0
91,0.703169,0.782816,8.55665e-05,0.000246898,9.67283e-08,211,7,,-3.94118e-06,0.000217177,4.63411e-08,141,5,,-3.94118e-06,0.000217177,4.63411e-08,141,5,0
92,-1.68437,0.667324,-1.74746,0.873427,0.298639,701,21,,-1.7475,0.873757,0.298638,141,5,,-1.7475,0.873757,0.298638,141,5,0
93,1.45487,-0.355591,1.74747,-0.873455,0.298639,771,23,,1.74747,-0.873374,0.298639,211,7,,1.74747,-0.873374,0.298639,211,7,0
94,-0.83778,-0.195362,-9.58127e-05,0.000174474,3.20845e-08,246,8,,0.000100579,-0.000265595,6.40596e-08,351,11,,0.000100579,-0.000265595,6.40596e-08,351,11,0
95,-0.218918,-0.592931,0.000247473,-0.00041522,1.92138e-07,246,8,,0.000191742,-0.000390831,1.5134e-07,106,4,,0.000191742,-0.000390831,1.5134e-07,106,4,0
96,-1.85293,-1.72221,-0.000161303,0.000242462,7.17151e-08,316,10,,-9.82982e-05,0.000184576,3.52499e-08,211,7,,-9.82982e-05,0.000184576,3.52499e-08,211,7,0
97,1.77385,-1.86545,3.4761e-05,-0.000379677,1.33374e-07,421,13,,1.74756,-0.873831,0.298638,176,6,,1.74756,-0.873831,0.298638,176,6,0
98,-1.10971,0.988937,-1.74747,0.873491,0.298639,806,24,,-1.7475,0.873361,0.298639,1891,55,,-1.7475,0.873361,0.298639,1891,55,0
99,1.89719,-1.04324,0.000157455,-9.92731e-05,4.38083e-08,351,11,,0.000212882,-0.000154606,8.16277e-08,421,13,,0.000212882,-0.000154606,8.16277e-08,421,13,0
100,-0.933075,1.01618,-0.00020434,9.84198e-05,7.30847e-08,316,10,,-0.000157164,0.000387211,1.38478e-07,176,6,,-0.000157164,0.000387211,1.38478e-07,176,6,0
