a,w,x1_start,x2_start,x1_opt,x2_opt,f1_opt,f2_opt,f_opt,f_calls
10,1,-9.884670144,-3.346241486,3.000001145,3.000000581,1.648352397e-11,7.200002071,1.648352397e-11,305
100,0,3.551356836,-1.489872221,-3.000000131,-3.000000296,7200.000513,1.049453036e-15,1.049453036e-15,191
100,0.01,-9.877967909,-2.025938626,2.941181676,2.941181838,0.6919171391,0.7059528134,0.7058124567,305
100,0.02,1.914326321,-0.1937491122,2.970743522,2.970742939,0.1711917143,0.7129954945,0.7021594188,191
100,0.03,2.118473776,-9.831546452,2.980660451,2.980638229,0.07488963216,0.7153633306,0.6961491196,533
100,0.04,-0.4052304339,-2.310032757,2.985633463,2.985633793,0.04127853095,0.7165561985,0.6895450918,191
100,0.05,-3.902413721,3.441828393,2.988621423,2.988621518,0.02589418687,0.7172717423,0.6827028646,191
100,0.06,-7.135160015,1.059580972,2.990615445,2.99061485,0.01761509035,0.717749397,0.6757413386,305
100,0.07,6.142307602,-7.880787243,2.992039159,2.992039112,0.01267507364,0.71809066,0.6687115689,419
100,0.08,1.505642241,2.680740008,2.993107881,2.993108032,0.009500053195,0.7183468595,0.661639115,191
100,0.09,3.370063805,-5.360392879,2.993939392,2.993940954,0.007344300587,0.718546376,0.6545381892,191
100,0.1,-1.4371194,-5.343434073,2.994604877,2.994603401,0.005823063991,0.7187055756,0.6474173244,191
100,0.11,9.182643676,7.068443763,2.995149187,2.99514877,0.00470648253,0.7188362254,0.6402819537,191
100,0.12,6.154317593,-2.783256505,2.995603101,2.995604136,0.003865634342,0.718945255,0.6331357005,191
100,0.13,3.518774572,9.518840592,2.995987619,2.995988322,0.003219276615,0.7190374348,0.6259810742,191
100,0.14,5.382836254,3.634104437,2.996316539,2.996316598,0.002713533544,0.7191162478,0.6188198678,191
100,0.15,-3.827400903,-1.065806919,2.996601686,2.996601383,0.002309913879,0.7191845992,0.6116533964,191
100,0.16,-7.855767793,-3.705368812,2.996852675,2.996852381,0.001981315736,0.7192448049,0.6044826466,305
100,0.17,6.908254454,4.058558528,2.997072314,2.997072058,0.001714419148,0.719297496,0.597308373,191
100,0.18,6.100882085,-0.9732717792,2.997268047,2.997268862,0.001492268291,0.7193445783,0.5901311625,191
100,0.19,4.227012086,-4.304348358,2.997443775,2.997441972,0.001307779367,0.7193864204,0.5829514786,191
100,0.2,6.716695473,-9.675401645,2.99760054,2.997602119,0.001150723916,0.7194244342,0.5757696922,305
100,0.21,9.137480035,9.581535458,2.997743805,2.997742781,0.001018545141,0.7194584922,0.5685861033,191
100,0.22,1.384179337,5.279787637,2.997873402,2.997873648,0.0009043793046,0.7194897364,0.5614009578,191
100,0.23,-8.299251794,-7.110178432,2.997992181,2.997992167,0.0008062731308,0.7195182024,0.5542144586,305
100,0.24,-2.039472364,5.070812011,2.998100657,2.998099922,0.0007217801575,0.7195441416,0.5470267749,191
100,0.25,-2.470571311,6.523408236,2.998200276,2.998201429,0.0006473864381,0.7195682693,0.5398380486,191
100,0.26,9.727377938,-3.287927636,2.998293015,2.998291444,0.0005832962327,0.7195901934,0.5326484001,191
100,0.27,3.59185199,5.881695531,2.998377984,2.998378622,0.0005259800623,0.7196108454,0.5254579318,191
100,0.28,3.928815859,-2.889373448,2.998457255,2.998456665,0.0004761945999,0.719629718,0.5182667314,191
100,0.29,5.400536114,-0.688347896,2.998531219,2.998531805,0.0004312914245,0.719647606,0.5110748748,191
100,0.3,-9.25526902,-8.426864789,2.998601648,2.998601657,0.0003910752801,0.7196644357,0.5038824275,305
100,0.31,8.245845185,-7.111036804,2.998664723,2.998664984,0.0003565232448,0.7196796005,0.4966894465,305
100,0.32,-2.132233601,5.15409963,2.998725254,2.998725582,0.0003249118957,0.7196941328,0.4894959821,191
100,0.33,6.947521724,-6.031351525,2.998781824,2.998783918,0.0002962807798,0.7197079187,0.4823020782,191
100,0.34,-5.819172159,1.174533801,2.998835487,2.998835181,0.0002712893499,0.7197205073,0.4751077732,191
100,0.35,-0.3356998834,-9.102476695,2.998885844,2.998885724,0.0002482954839,0.719732613,0.4679131019,305
100,0.36,1.499132165,-1.198219848,2.99893291,2.998932898,0.0002277387409,0.7197439198,0.4607180946,191
100,0.37,-9.520941246,-7.116688507,2.998978753,2.998978599,0.0002086205411,0.7197549031,0.4535227786,305
