iteration,x1,x2
366,-1.75157,0.835031
367,-1.75153,0.835418
368,-1.75149,0.835802
369,-1.75145,0.836182
370,-1.75141,0.836558
371,-1.75137,0.836931
372,-1.75134,0.837299
373,-1.7513,0.837664
374,-1.75126,0.838026
375,-1.75123,0.838383
376,-1.75119,0.838737
377,-1.75115,0.839088
378,-1.75112,0.839435
379,-1.75108,0.839779
380,-1.75105,0.840119
381,-1.75101,0.840455
382,-1.75098,0.840789
383,-1.75094,0.841119
384,-1.75091,0.841446
385,-1.75088,0.841769
386,-1.75084,0.842089
387,-1.75081,0.842406
388,-1.75078,0.84272
389,-1.75075,0.843031
390,-1.75072,0.843338
391,-1.75068,0.843643
392,-1.75065,0.843944
393,-1.75062,0.844243
394,-1.75059,0.844538
395,-1.75056,0.844831
396,-1.75053,0.84512
397,-1.7505,0.845407
398,-1.75047,0.845691
399,-1.75044,0.845972
400,-1.75042,0.84625
401,-1.75039,0.846525
402,-1.75036,0.846798
403,-1.75033,0.847068
404,-1.7503,0.847335
405,-1.75028,0.8476
406,-1.75025,0.847861
407,-1.75022,0.848121
408,-1.7502,0.848377
409,-1.75017,0.848631
410,-1.75014,0.848883
411,-1.75012,0.849132
412,-1.75009,0.849378
413,-1.75007,0.849623
414,-1.75004,0.849864
415,-1.75002,0.850103
416,-1.74999,0.85034
417,-1.74997,0.850575
418,-1.74994,0.850807
419,-1.74992,0.851036
420,-1.7499,0.851264
421,-1.74987,0.851489
422,-1.74985,0.851712
423,-1.74983,0.851933
424,-1.74981,0.852151
425,-1.74978,0.852368
426,-1.74976,0.852582
427,-1.74974,0.852794
428,-1.74972,0.853004
429,-1.7497,0.853211
430,-1.74967,0.853417
431,-1.74965,0.853621
432,-1.74963,0.853822
433,-1.74961,0.854022
434,-1.74959,0.85422
435,-1.74957,0.854415
436,-1.74955,0.854609
437,-1.74953,0.854801
438,-1.74951,0.85499
439,-1.74949,0.855178
440,-1.74947,0.855364
441,-1.74945,0.855549
442,-1.74943,0.855731
443,-1.74942,0.855911
444,-1.7494,0.85609
445,-1.74938,0.856267
446,-1.74936,0.856442
447,-1.74934,0.856615
448,-1.74933,0.856787
449,-1.74931,0.856957
450,-1.74929,0.857125
451,-1.74927,0.857292
452,-1.74926,0.857457
453,-1.74924,0.85762
454,-1.74922,0.857782
455,-1.74921,0.857942
456,-1.74919,0.8581
457,-1.74917,0.858257
458,-1.74916,0.858412
459,-1.74914,0.858566
460,-1.74912,0.858718
461,-1.74911,0.858868
462,-1.74909,0.859017
463,-1.74908,0.859165
464,-1.74906,0.859311
465,-1.74905,0.859456
466,-1.74903,0.859599
467,-1.74902,0.859741
468,-1.749,0.859881
469,-1.74899,0.86002
470,-1.74897,0.860158
471,-1.74896,0.860294
472,-1.74895,0.860429
473,-1.74893,0.860562
474,-1.74892,0.860695
475,-1.74891,0.860825
476,-1.74889,0.860955
477,-1.74888,0.861083
478,-1.74887,0.86121
479,-1.74885,0.861336
480,-1.74884,0.86146
481,-1.74883,0.861583
482,-1.74881,0.861705
483,-1.7488,0.861826
484,-1.74879,0.861946
485,-1.74878,0.862064
486,-1.74876,0.862181
487,-1.74875,0.862297
488,-1.74874,0.862412
489,-1.74873,0.862526
490,-1.74872,0.862638
491,-1.7487,0.862749
492,-1.74869,0.86286
493,-1.74868,0.862969
494,-1.74867,0.863077
495,-1.74866,0.863184
496,-1.74865,0.86329
497,-1.74864,0.863395
498,-1.74863,0.863499
499,-1.74862,0.863601
500,-1.74861,0.863703
501,-1.7486,0.863804
502,-1.74858,0.863904
503,-1.74857,0.864002
504,-1.74856,0.8641
505,-1.74855,0.864197
506,-1.74854,0.864293
507,-1.74853,0.864388
508,-1.74852,0.864482
509,-1.74851,0.864575
510,-1.74851,0.864667
511,-1.7485,0.864758
512,-1.74849,0.864848
513,-1.74848,0.864937
514,-1.74847,0.865026
515,-1.74846,0.865113
516,-1.74845,0.8652
517,-1.74844,0.865285
518,-1.74843,0.86537
519,-1.74842,0.865454
520,-1.74841,0.865538
521,-1.74841,0.86562
522,-1.7484,0.865702
523,-1.74839,0.865782
524,-1.74838,0.865862
525,-1.74837,0.865942
526,-1.74836,0.86602
527,-1.74836,0.866097
528,-1.74835,0.866174
529,-1.74834,0.86625
530,-1.74833,0.866326
531,-1.74832,0.8664
532,-1.74832,0.866474
533,-1.74831,0.866547
534,-1.7483,0.866619
535,-1.74829,0.866691
536,-1.74829,0.866762
537,-1.74828,0.866832
538,-1.74827,0.866901
539,-1.74826,0.86697
540,-1.74826,0.867038
541,-1.74825,0.867105
542,-1.74824,0.867172
543,-1.74824,0.867238
544,-1.74823,0.867304
545,-1.74822,0.867368
546,-1.74822,0.867432
547,-1.74821,0.867496
548,-1.7482,0.867559
549,-1.7482,0.867621
550,-1.74819,0.867682
551,-1.74818,0.867743
552,-1.74818,0.867804
553,-1.74817,0.867863
554,-1.74817,0.867922
555,-1.74816,0.867981
556,-1.74815,0.868039
557,-1.74815,0.868096
558,-1.74814,0.868153
559,-1.74814,0.868209
560,-1.74813,0.868265
561,-1.74812,0.86832
562,-1.74812,0.868375
563,-1.74811,0.868429
564,-1.74811,0.868482
565,-1.7481,0.868535
566,-1.7481,0.868588
567,-1.74809,0.86864
568,-1.74808,0.868691
569,-1.74808,0.868742
570,-1.74807,0.868792
571,-1.74807,0.868842
572,-1.74806,0.868891
573,-1.74806,0.86894
574,-1.74805,0.868988
575,-1.74805,0.869036
576,-1.74804,0.869084
577,-1.74804,0.869131
578,-1.74803,0.869177
579,-1.74803,0.869223
580,-1.74802,0.869269
581,-1.74802,0.869314
582,-1.74802,0.869358
583,-1.74801,0.869403
584,-1.74801,0.869446
585,-1.748,0.86949
586,-1.748,0.869532
587,-1.74799,0.869575
588,-1.74799,0.869617
589,-1.74798,0.869659
590,-1.74798,0.8697
591,-1.74798,0.86974
592,-1.74797,0.869781
593,-1.74797,0.869821
594,-1.74796,0.86986
595,-1.74796,0.8699
596,-1.74795,0.869938
597,-1.74795,0.869977
598,-1.74795,0.870015
599,-1.74794,0.870052
600,-1.74794,0.87009
601,-1.74793,0.870126
602,-1.74793,0.870163
603,-1.74793,0.870199
604,-1.74792,0.870235
605,-1.74792,0.87027
606,-1.74792,0.870305
607,-1.74791,0.87034
608,-1.74791,0.870374
609,-1.74791,0.870408
610,-1.7479,0.870442
611,-1.7479,0.870475
612,-1.74789,0.870508
613,-1.74789,0.870541
614,-1.74789,0.870573
615,-1.74788,0.870605
616,-1.74788,0.870637
617,-1.74788,0.870669
618,-1.74787,0.8707
619,-1.74787,0.87073
620,-1.74787,0.870761
621,-1.74787,0.870791
622,-1.74786,0.870821
623,-1.74786,0.87085
624,-1.74786,0.87088
625,-1.74785,0.870909
626,-1.74785,0.870937
627,-1.74785,0.870966
628,-1.74784,0.870994
629,-1.74784,0.871022
630,-1.74784,0.871049
631,-1.74784,0.871076
632,-1.74783,0.871103
633,-1.74783,0.87113
634,-1.74783,0.871157
635,-1.74782,0.871183
636,-1.74782,0.871209
637,-1.74782,0.871234
638,-1.74782,0.87126
639,-1.74781,0.871285
640,-1.74781,0.87131
641,-1.74781,0.871335
642,-1.74781,0.871359
643,-1.7478,0.871383
644,-1.7478,0.871407
645,-1.7478,0.871431
646,-1.7478,0.871454
647,-1.74779,0.871477
648,-1.74779,0.8715
649,-1.74779,0.871523
650,-1.74779,0.871546
651,-1.74778,0.871568
652,-1.74778,0.87159
653,-1.74778,0.871612
654,-1.74778,0.871634
655,-1.74777,0.871655
656,-1.74777,0.871676
657,-1.74777,0.871697
658,-1.74777,0.871718
659,-1.74777,0.871739
660,-1.74776,0.871759
661,-1.74776,0.871779
662,-1.74776,0.871799
663,-1.74776,0.871819
664,-1.74776,0.871839
665,-1.74775,0.871858
666,-1.74775,0.871877
667,-1.74775,0.871896
668,-1.74775,0.871915
669,-1.74775,0.871933
670,-1.74774,0.871952
671,-1.74774,0.87197
672,-1.74774,0.871988
673,-1.74774,0.872006
674,-1.74774,0.872024
675,-1.74773,0.872041
676,-1.74773,0.872059
677,-1.74773,0.872076
678,-1.74773,0.872093
679,-1.74773,0.87211
680,-1.74773,0.872126
681,-1.74772,0.872143
682,-1.74772,0.872159
683,-1.74772,0.872175
684,-1.74772,0.872191
685,-1.74772,0.872207
686,-1.74772,0.872223
687,-1.74771,0.872238
688,-1.74771,0.872254
689,-1.74771,0.872269
690,-1.74771,0.872284
691,-1.74771,0.872299
692,-1.74771,0.872314
693,-1.7477,0.872328
694,-1.7477,0.872343
695,-1.7477,0.872357
696,-1.7477,0.872371
697,-1.7477,0.872385
698,-1.7477,0.872399
699,-1.7477,0.872413
700,-1.74769,0.872427
701,-1.74769,0.87244
702,-1.74769,0.872454
703,-1.74769,0.872467
704,-1.74769,0.87248
705,-1.74769,0.872493
706,-1.74769,0.872506
707,-1.74768,0.872518
708,-1.74768,0.872531
709,-1.74768,0.872543
710,-1.74768,0.872556
711,-1.74768,0.872568
712,-1.74768,0.87258
713,-1.74768,0.872592
714,-1.74768,0.872604
715,-1.74767,0.872616
716,-1.74767,0.872627
717,-1.74767,0.872639
718,-1.74767,0.87265
719,-1.74767,0.872661
720,-1.74767,0.872673
721,-1.74767,0.872684
722,-1.74767,0.872694
723,-1.74766,0.872705
724,-1.74766,0.872716
725,-1.74766,0.872727
726,-1.74766,0.872737
727,-1.74766,0.872747
728,-1.74766,0.872758
729,-1.74766,0.872768
730,-1.74766,0.872778
731,-1.74766,0.872788
732,-1.74765,0.872798
733,-1.74765,0.872808
734,-1.74765,0.872817
735,-1.74765,0.872827
736,-1.74765,0.872836
737,-1.74765,0.872846
738,-1.74765,0.872855
739,-1.74765,0.872864
740,-1.74765,0.872873
741,-1.74765,0.872883
742,-1.74765,0.872891
743,-1.74764,0.8729
744,-1.74764,0.872909
745,-1.74764,0.872918
746,-1.74764,0.872926
747,-1.74764,0.872935
748,-1.74764,0.872943
749,-1.74764,0.872952
750,-1.74764,0.87296
751,-1.74764,0.872968
752,-1.74764,0.872976
753,-1.74764,0.872984
754,-1.74763,0.872992
755,-1.74763,0.873
756,-1.74763,0.873008
757,-1.74763,0.873015
758,-1.74763,0.873023
759,-1.74763,0.87303
760,-1.74763,0.873038
761,-1.74763,0.873045
762,-1.74763,0.873053
763,-1.74763,0.87306
764,-1.74763,0.873067
765,-1.74763,0.873074
766,-1.74763,0.873081
767,-1.74762,0.873088
768,-1.74762,0.873095
769,-1.74762,0.873102
770,-1.74762,0.873108
771,-1.74762,0.873115
772,-1.74762,0.873122
773,-1.74762,0.873128
774,-1.74762,0.873135
775,-1.74762,0.873141
776,-1.74762,0.873148
777,-1.74762,0.873154
778,-1.74762,0.87316
779,-1.74762,0.873166
780,-1.74762,0.873172
781,-1.74762,0.873178
782,-1.74761,0.873184
783,-1.74761,0.87319
784,-1.74761,0.873196
785,-1.74761,0.873202
786,-1.74761,0.873208
787,-1.74761,0.873213
788,-1.74761,0.873219
789,-1.74761,0.873225
790,-1.74761,0.87323
791,-1.74761,0.873235
792,-1.74761,0.873241
793,-1.74761,0.873246
794,-1.74761,0.873252
795,-1.74761,0.873257
796,-1.74761,0.873262
797,-1.74761,0.873267
798,-1.74761,0.873272
799,-1.7476,0.873277
800,-1.7476,0.873282
801,-1.7476,0.873287
802,-1.7476,0.873292
803,-1.7476,0.873297
804,-1.7476,0.873302
805,-1.7476,0.873306
806,-1.7476,0.873311
807,-1.7476,0.873316
808,-1.7476,0.87332
809,-1.7476,0.873325
810,-1.7476,0.873329
811,-1.7476,0.873334
812,-1.7476,0.873338
813,-1.7476,0.873343
814,-1.7476,0.873347
815,-1.7476,0.873351
816,-1.7476,0.873356
817,-1.7476,0.87336
818,-1.7476,0.873364
819,-1.7476,0.873368
820,-1.74759,0.873372
821,-1.74759,0.873376
822,-1.74759,0.87338
823,-1.74759,0.873384
824,-1.74759,0.873388
825,-1.74759,0.873392
826,-1.74759,0.873396
827,-1.74759,0.8734
828,-1.74759,0.873403
829,-1.74759,0.873407
830,-1.74759,0.873411
831,-1.74759,0.873414
832,-1.74759,0.873418
833,-1.74759,0.873422
834,-1.74759,0.873425
835,-1.74759,0.873429
836,-1.74759,0.873432
837,-1.74759,0.873436
838,-1.74759,0.873439
839,-1.74759,0.873442
840,-1.74759,0.873446
841,-1.74759,0.873449
842,-1.74759,0.873452
843,-1.74759,0.873456
