0,87; 0,0434064; 96,3818; 0,310632; -8,11695; 
0,88; 0,0465569; 96,3002; 0,319483; -8,20124; 
0,89; 0,0497963; 96,2177; 0,328423; -8,28524; 
0,9; 0,0531256; 96,1345; 0,337454; -8,36896; 
0,91; 0,0565457; 96,0504; 0,346573; -8,45239; 
0,92; 0,0600574; 95,9654; 0,355783; -8,53554; 
0,93; 0,0636616; 95,8797; 0,365081; -8,61839; 
0,94; 0,0673593; 95,7931; 0,374467; -8,70094; 
0,95; 0,0711513; 95,7056; 0,383942; -8,78321; 
0,96; 0,0750384; 95,6174; 0,393504; -8,86517; 
0,97; 0,0790216; 95,5283; 0,403154; -8,94684; 
0,98; 0,0831018; 95,4385; 0,41289; -9,02821; 
0,99; 0,0872797; 95,3478; 0,422714; -9,10928; 
1; 0,0915564; 95,2563; 0,432623; -9,19004; 
1,01; 0,0959325; 95,164; 0,442618; -9,2705; 
1,02; 0,100409; 95,0709; 0,452699; -9,35066; 
1,03; 0,104987; 94,977; 0,462865; -9,4305; 
1,04; 0,109667; 94,8823; 0,473115; -9,51004; 
1,05; 0,114449; 94,7868; 0,48345; -9,58927; 
1,06; 0,119336; 94,6905; 0,493868; -9,66819; 
1,07; 0,124327; 94,5934; 0,50437; -9,7468; 
1,08; 0,129424; 94,4955; 0,514955; -9,82509; 
1,09; 0,134626; 94,3969; 0,525622; -9,90307; 
1,1; 0,139936; 94,2975; 0,536372; -9,98073; 
1,11; 0,145354; 94,1973; 0,547204; -10,0581; 
1,12; 0,150881; 94,0963; 0,558117; -10,1351; 
1,13; 0,156517; 93,9946; 0,569111; -10,2118; 
1,14; 0,162263; 93,8921; 0,580185; -10,2882; 
1,15; 0,168121; 93,7888; 0,59134; -10,3643; 
1,16; 0,17409; 93,6848; 0,602574; -10,44; 
1,17; 0,180172; 93,58; 0,613888; -10,5154; 
1,18; 0,186368; 93,4745; 0,62528; -10,5905; 
1,19; 0,192678; 93,3682; 0,636751; -10,6653; 
1,2; 0,199103; 93,2612; 0,6483; -10,7397; 
1,21; 0,205645; 93,1534; 0,659927; -10,8138; 
1,22; 0,212302; 93,0449; 0,67163; -10,8876; 
1,23; 0,219077; 92,9357; 0,683411; -10,9611; 
1,24; 0,225971; 92,8257; 0,695267; -11,0342; 
1,25; 0,232983; 92,715; 0,7072; -11,107; 
1,26; 0,240115; 92,6035; 0,719207; -11,1795; 
1,27; 0,247367; 92,4914; 0,73129; -11,2516; 
1,28; 0,254741; 92,3785; 0,743447; -11,3235; 
1,29; 0,262237; 92,2649; 0,755679; -11,3949; 
1,3; 0,269855; 92,1506; 0,767984; -11,4661; 
1,31; 0,277596; 92,0356; 0,780362; -11,5369; 
1,32; 0,285462; 91,9199; 0,792812; -11,6074; 
1,33; 0,293453; 91,8035; 0,805335; -11,6775; 
1,34; 0,301569; 91,6863; 0,81793; -11,7473; 
1,35; 0,309812; 91,5685; 0,830596; -11,8168; 
1,36; 0,318181; 91,45; 0,843333; -11,886; 
1,37; 0,326679; 91,3308; 0,85614; -11,9548; 
1,38; 0,335304; 91,2109; 0,869018; -12,0233; 
1,39; 0,344059; 91,0903; 0,881964; -12,0914; 
1,4; 0,352944; 90,9691; 0,89498; -12,1592; 
1,41; 0,361959; 90,8471; 0,908065; -12,2267; 
1,42; 0,371105; 90,7245; 0,921217; -12,2938; 
1,43; 0,380384; 90,6013; 0,934438; -12,3606; 
1,44; 0,389794; 90,4773; 0,947725; -12,4271; 
1,45; 0,399338; 90,3527; 0,961079; -12,4932; 
1,46; 0,409016; 90,2275; 0,974499; -12,559; 
1,47; 0,418829; 90,1016; 0,987985; -12,6244; 
1,48; 0,428776; 89,975; 1,00154; -12,6896; 
1,49; 0,43886; 89,8478; 1,01515; -12,7543; 
1,5; 0,449079; 89,7199; 1,02883; -12,8188; 
1,51; 0,459436; 89,5914; 1,04258; -12,8829; 
1,52; 0,469931; 89,4622; 1,05639; -12,9467; 
1,53; 0,480564; 89,3325; 1,07026; -13,0101; 
1,54; 0,491337; 89,202; 1,08419; -13,0732; 
1,55; 0,502248; 89,071; 1,09819; -13,136; 
1,56; 0,5133; 88,9393; 1,11224; -13,1984; 
1,57; 0,524493; 88,807; 1,12636; -13,2605; 
1,58; 0,535828; 88,6741; 1,14054; -13,3223; 
1,59; 0,547304; 88,5406; 1,15478; -13,3837; 
1,6; 0,558924; 88,4064; 1,16908; -13,4448; 
1,61; 0,570686; 88,2717; 1,18343; -13,5056; 
1,62; 0,582593; 88,1363; 1,19785; -13,5661; 
1,63; 0,594643; 88,0004; 1,21232; -13,6262; 
1,64; 0,606839; 87,8638; 1,22685; -13,6859; 
1,65; 0,619181; 87,7266; 1,24144; -13,7454; 
1,66; 0,631668; 87,5889; 1,25609; -13,8045; 
1,67; 0,644303; 87,4506; 1,27079; -13,8633; 
1,68; 0,657084; 87,3116; 1,28555; -13,9217; 
1,69; 0,670014; 87,1721; 1,30036; -13,9799; 
1,7; 0,683092; 87,032; 1,31523; -14,0376; 
1,71; 0,696319; 86,8914; 1,33015; -14,0951; 
1,72; 0,709695; 86,7501; 1,34513; -14,1523; 
1,73; 0,723221; 86,6083; 1,36016; -14,2091; 
1,74; 0,736898; 86,466; 1,37524; -14,2656; 
1,75; 0,750726; 86,323; 1,39038; -14,3217; 
1,76; 0,764706; 86,1795; 1,40556; -14,3776; 
1,77; 0,778838; 86,0355; 1,4208; -14,4331; 
1,78; 0,793122; 85,8909; 1,43609; -14,4883; 
1,79; 0,80756; 85,7457; 1,45143; -14,5431; 
1,8; 0,822151; 85,6; 1,46682; -14,5977; 
1,81; 0,836896; 85,4538; 1,48226; -14,6519; 
1,82; 0,851796; 85,307; 1,49775; -14,7058; 
1,83; 0,866851; 85,1596; 1,51328; -14,7594; 
1,84; 0,882062; 85,0118; 1,52887; -14,8127; 
1,85; 0,897429; 84,8634; 1,5445; -14,8656; 
1,86; 0,912952; 84,7145; 1,56018; -14,9183; 
1,87; 0,928632; 84,565; 1,5759; -14,9706; 
1,88; 0,94447; 84,4151; 1,59168; -15,0226; 
1,89; 0,960466; 84,2646; 1,60749; -15,0743; 
1,9; 0,97662; 84,1136; 1,62336; -15,1256; 
1,91; 0,992933; 83,9621; 1,63927; -15,1767; 
1,92; 1,00941; 83,81; 1,65522; -15,2275; 
1,93; 1,02604; 83,6575; 1,67121; -15,2779; 
1,94; 1,04283; 83,5045; 1,68725; -15,328; 
1,95; 1,05978; 83,351; 1,70333; -15,3779; 
1,96; 1,0769; 83,1969; 1,71946; -15,4274; 
1,97; 1,09417; 83,0424; 1,73563; -15,4766; 
1,98; 1,11161; 82,8874; 1,75183; -15,5255; 
1,99; 1,12921; 82,7319; 1,76808; -15,5741; 
2; 1,14697; 82,5759; 1,78437; -15,6224; 
2,01; 1,1649; 82,4194; 1,8007; -15,6704; 
2,02; 1,18299; 82,2625; 1,81707; -15,7181; 
2,03; 1,20124; 82,1051; 1,83348; -15,7655; 
2,04; 1,21966; 81,9472; 1,84992; -15,8126; 
2,05; 1,23824; 81,7888; 1,86641; -15,8594; 
2,06; 1,25698; 81,63; 1,88293; -15,9059; 
2,07; 1,2759; 81,4707; 1,89949; -15,9521; 
2,08; 1,29497; 81,311; 1,91608; -15,998; 
2,09; 1,31422; 81,1508; 1,93271; -16,0436; 
2,1; 1,33363; 80,9901; 1,94938; -16,0889; 
2,11; 1,3532; 80,829; 1,96608; -16,134; 
2,12; 1,37295; 80,6674; 1,98282; -16,1787; 
2,13; 1,39286; 80,5054; 1,99959; -16,2232; 
2,14; 1,41294; 80,343; 2,0164; -16,2674; 
2,15; 1,43319; 80,1801; 2,03324; -16,3112; 
2,16; 1,45361; 80,0167; 2,05011; -16,3548; 
2,17; 1,47419; 79,853; 2,06702; -16,3982; 
2,18; 1,49495; 79,6888; 2,08395; -16,4412; 
2,19; 1,51587; 79,5241; 2,10092; -16,4839; 
2,2; 1,53697; 79,3591; 2,11792; -16,5264; 
2,21; 1,55823; 79,1936; 2,13495; -16,5686; 
2,22; 1,57966; 79,0277; 2,15201; -16,6105; 
2,23; 1,60127; 78,8614; 2,1691; -16,6521; 
2,24; 1,62305; 78,6947; 2,18622; -16,6935; 
2,25; 1,64499; 78,5275; 2,20337; -16,7346; 
2,26; 1,66711; 78,36; 2,22055; -16,7754; 
2,27; 1,68941; 78,192; 2,23775; -16,816; 
2,28; 1,71187; 78,0237; 2,25499; -16,8562; 
2,29; 1,73451; 77,8549; 2,27225; -16,8962; 
2,3; 1,75731; 77,6857; 2,28953; -16,936; 
2,31; 1,7803; 77,5162; 2,30685; -16,9754; 
2,32; 1,80345; 77,3462; 2,32418; -17,0146; 
2,33; 1,82678; 77,1759; 2,34155; -17,0536; 
2,34; 1,85028; 77,0052; 2,35894; -17,0923; 
2,35; 1,87396; 76,8341; 2,37635; -17,1307; 
2,36; 1,89781; 76,6626; 2,39379; -17,1688; 
2,37; 1,92183; 76,4907; 2,41125; -17,2067; 
2,38; 1,94603; 76,3184; 2,42873; -17,2444; 
2,39; 1,97041; 76,1458; 2,44624; -17,2818; 
2,4; 1,99496; 75,9728; 2,46377; -17,3189; 
2,41; 2,01968; 75,7994; 2,48132; -17,3558; 
2,42; 2,04459; 75,6257; 2,49889; -17,3924; 
2,43; 2,06966; 75,4516; 2,51648; -17,4288; 
2,44; 2,09492; 75,2771; 2,5341; -17,4649; 
2,45; 2,12034; 75,1023; 2,55173; -17,5008; 
2,46; 2,14595; 74,9271; 2,56939; -17,5364; 
2,47; 2,17173; 74,7515; 2,58706; -17,5718; 
2,48; 2,19769; 74,5756; 2,60475; -17,6069; 
2,49; 2,22383; 74,3994; 2,62246; -17,6418; 
2,5; 2,25014; 74,2228; 2,64019; -17,6765; 
2,51; 2,27663; 74,0459; 2,65794; -17,7109; 
2,52; 2,3033; 73,8686; 2,6757; -17,7451; 
2,53; 2,33015; 73,691; 2,69348; -17,779; 
2,54; 2,35717; 73,513; 2,71128; -17,8127; 
2,55; 2,38437; 73,3347; 2,72909; -17,8462; 
2,56; 2,41175; 73,1561; 2,74692; -17,8794; 
2,57; 2,43931; 72,9771; 2,76476; -17,9124; 
2,58; 2,46705; 72,7978; 2,78262; -17,9452; 
2,59; 2,49496; 72,6182; 2,80049; -17,9777; 
2,6; 2,52306; 72,4383; 2,81838; -18,01; 
2,61; 2,55133; 72,258; 2,83628; -18,0421; 
2,62; 2,57978; 72,0774; 2,85419; -18,074; 
2,63; 2,60841; 71,8966; 2,87211; -18,1056; 
2,64; 2,63722; 71,7153; 2,89005; -18,137; 
2,65; 2,66621; 71,5338; 2,908; -18,1682; 
2,66; 2,69538; 71,352; 2,92596; -18,1992; 
2,67; 2,72473; 71,1698; 2,94394; -18,2299; 
2,68; 2,75426; 70,9874; 2,96192; -18,2605; 
2,69; 2,78397; 70,8046; 2,97992; -18,2908; 
2,7; 2,81386; 70,6216; 2,99792; -18,3209; 
2,71; 2,84393; 70,4382; 3,01593; -18,3508; 
2,72; 2,87418; 70,2545; 3,03396; -18,3804; 
2,73; 2,90461; 70,0706; 3,05199; -18,4099; 
2,74; 2,93522; 69,8864; 3,07003; -18,4391; 
2,75; 2,96601; 69,7018; 3,08808; -18,4682; 
2,76; 2,99698; 69,517; 3,10613; -18,497; 
2,77; 3,02813; 69,3319; 3,1242; -18,5256; 
2,78; 3,05947; 69,1465; 3,14227; -18,5541; 
2,79; 3,09098; 68,9608; 3,16035; -18,5823; 
2,8; 3,12267; 68,7748; 3,17843; -18,6103; 
2,81; 3,15455; 68,5886; 3,19652; -18,6381; 
2,82; 3,1866; 68,4021; 3,21461; -18,6657; 
2,83; 3,21884; 68,2153; 3,23271; -18,6931; 
2,84; 3,25126; 68,0282; 3,25082; -18,7204; 
2,85; 3,28386; 67,8409; 3,26893; -18,7474; 
2,86; 3,31664; 67,6533; 3,28704; -18,7742; 
2,87; 3,3496; 67,4654; 3,30516; -18,8009; 
2,88; 3,38274; 67,2772; 3,32328; -18,8273; 
2,89; 3,41606; 67,0888; 3,34141; -18,8535; 
2,9; 3,44957; 66,9002; 3,35953; -18,8796; 
2,91; 3,48325; 66,7112; 3,37766; -18,9055; 
2,92; 3,51712; 66,5221; 3,39579; -18,9312; 
2,93; 3,55117; 66,3326; 3,41392; -18,9567; 
2,94; 3,5854; 66,1429; 3,43206; -18,982; 
2,95; 3,61981; 65,953; 3,45019; -19,0071; 
2,96; 3,6544; 65,7628; 3,46833; -19,032; 
2,97; 3,68918; 65,5723; 3,48646; -19,0568; 
2,98; 3,72413; 65,3817; 3,5046; -19,0814; 
2,99; 3,75927; 65,1907; 3,52273; -19,1058; 
3; 3,79459; 64,9995; 3,54087; -19,13; 
3,01; 3,83009; 64,8081; 3,559; -19,1541; 
3,02; 3,86577; 64,6165; 3,57713; -19,178; 
3,03; 3,90163; 64,4246; 3,59526; -19,2017; 
3,04; 3,93767; 64,2324; 3,61339; -19,2252; 
3,05; 3,9739; 64,0401; 3,63152; -19,2485; 
3,06; 4,0103; 63,8475; 3,64964; -19,2717; 
3,07; 4,04689; 63,6546; 3,66776; -19,2947; 
3,08; 4,08366; 63,4616; 3,68588; -19,3176; 
3,09; 4,12061; 63,2683; 3,70399; -19,3403; 
3,1; 4,15774; 63,0748; 3,7221; -19,3628; 
3,11; 4,19505; 62,881; 3,74021; -19,3851; 
3,12; 4,23254; 62,6871; 3,75831; -19,4073; 
3,13; 4,27022; 62,4929; 3,7764; -19,4293; 
3,14; 4,30807; 62,2985; 3,79449; -19,4512; 
3,15; 4,3461; 62,1038; 3,81258; -19,4729; 
3,16; 4,38432; 61,909; 3,83066; -19,4944; 
3,17; 4,42272; 61,714; 3,84873; -19,5158; 
3,18; 4,4613; 61,5187; 3,8668; -19,537; 
3,19; 4,50005; 61,3232; 3,88486; -19,5581; 
3,2; 4,53899; 61,1275; 3,90291; -19,579; 
3,21; 4,57811; 60,9316; 3,92095; -19,5998; 
3,22; 4,61741; 60,7355; 3,93899; -19,6204; 
3,23; 4,65689; 60,5392; 3,95702; -19,6408; 
3,24; 4,69655; 60,3427; 3,97504; -19,6612; 
3,25; 4,73639; 60,146; 3,99306; -19,6813; 
3,26; 4,77641; 59,9491; 4,01106; -19,7013; 
3,27; 4,81661; 59,752; 4,02906; -19,7212; 
3,28; 4,85699; 59,5547; 4,04704; -19,7409; 
3,29; 4,89755; 59,3572; 4,06502; -19,7605; 
3,3; 4,93829; 59,1595; 4,08299; -19,7799; 
3,31; 4,97921; 58,9616; 4,10094; -19,7992; 
3,32; 5,02031; 58,7635; 4,11889; -19,8183; 
3,33; 5,06159; 58,5652; 4,13683; -19,8373; 
3,34; 5,10305; 58,3667; 4,15475; -19,8562; 
3,35; 5,14469; 58,1681; 4,17266; -19,8749; 
3,36; 5,1865; 57,9692; 4,19057; -19,8935; 
3,37; 5,2285; 57,7702; 4,20846; -19,9119; 
3,38; 5,27067; 57,571; 4,22633; -19,9302; 
3,39; 5,31303; 57,3716; 4,2442; -19,9484; 
3,4; 5,35556; 57,172; 4,26205; -19,9664; 
3,41; 5,39827; 56,9723; 4,27989; -19,9843; 
3,42; 5,44115; 56,7723; 4,29772; -20,0021; 
3,43; 5,48422; 56,5722; 4,31554; -20,0197; 
3,44; 5,52746; 56,372; 4,33334; -20,0372; 
3,45; 5,57089; 56,1715; 4,35112; -20,0546; 
3,46; 5,61449; 55,9709; 4,36889; -20,0719; 
3,47; 5,65827; 55,7701; 4,38665; -20,089; 
3,48; 5,70222; 55,5691; 4,4044; -20,106; 
3,49; 5,74635; 55,3679; 4,42213; -20,1229; 
3,5; 5,79066; 55,1666; 4,43984; -20,1396; 
3,51; 5,83515; 54,9651; 4,45754; -20,1562; 
3,52; 5,87981; 54,7635; 4,47522; -20,1727; 
3,53; 5,92465; 54,5617; 4,49289; -20,1891; 
3,54; 5,96967; 54,3597; 4,51054; -20,2054; 
3,55; 6,01486; 54,1576; 4,52818; -20,2215; 
3,56; 6,06023; 53,9553; 4,54579; -20,2375; 
3,57; 6,10578; 53,7528; 4,5634; -20,2534; 
3,58; 6,1515; 53,5502; 4,58098; -20,2692; 
3,59; 6,1974; 53,3475; 4,59855; -20,2849; 
3,6; 6,24347; 53,1445; 4,6161; -20,3004; 
3,61; 6,28972; 52,9414; 4,63363; -20,3159; 
3,62; 6,33615; 52,7382; 4,65115; -20,3312; 
3,63; 6,38275; 52,5348; 4,66864; -20,3464; 
3,64; 6,42952; 52,3313; 4,68612; -20,3615; 
3,65; 6,47647; 52,1276; 4,70358; -20,3765; 
3,66; 6,52359; 51,9237; 4,72103; -20,3914; 
3,67; 6,57089; 51,7198; 4,73845; -20,4062; 
3,68; 6,61836; 51,5156; 4,75585; -20,4208; 
3,69; 6,666; 51,3113; 4,77324; -20,4354; 
3,7; 6,71382; 51,1069; 4,7906; -20,4498; 
3,71; 6,76182; 50,9023; 4,80795; -20,4641; 
3,72; 6,80998; 50,6976; 4,82527; -20,4784; 
3,73; 6,85832; 50,4928; 4,84258; -20,4925; 
3,74; 6,90683; 50,2878; 4,85986; -20,5065; 
3,75; 6,95552; 50,0827; 4,87713; -20,5205; 
3,76; 7,00438; 49,8774; 4,89437; -20,5343; 
3,77; 7,05341; 49,672; 4,91159; -20,548; 
3,78; 7,10261; 49,4664; 4,92879; -20,5616; 
3,79; 7,15198; 49,2607; 4,94597; -20,5751; 
3,8; 7,20153; 49,0549; 4,96313; -20,5885; 
3,81; 7,25125; 48,849; 4,98027; -20,6019; 
3,82; 7,30113; 48,6429; 4,99739; -20,6151; 
3,83; 7,35119; 48,4367; 5,01448; -20,6282; 
3,84; 7,40142; 48,2303; 5,03155; -20,6412; 
3,85; 7,45182; 48,0238; 5,0486; -20,6542; 
3,86; 7,50239; 47,8172; 5,06563; -20,667; 
3,87; 7,55314; 47,6105; 5,08263; -20,6797; 
3,88; 7,60405; 47,4036; 5,09961; -20,6924; 
3,89; 7,65513; 47,1967; 5,11657; -20,705; 
3,9; 7,70638; 46,9895; 5,1335; -20,7174; 
3,91; 7,7578; 46,7823; 5,15041; -20,7298; 
3,92; 7,80939; 46,5749; 5,1673; -20,7421; 
3,93; 7,86114; 46,3675; 5,18416; -20,7543; 
3,94; 7,91307; 46,1599; 5,201; -20,7664; 
3,95; 7,96516; 45,9521; 5,21782; -20,7784; 
3,96; 8,01743; 45,7443; 5,23461; -20,7903; 
3,97; 8,06986; 45,5363; 5,25138; -20,8022; 
3,98; 8,12245; 45,3282; 5,26812; -20,8139; 
3,99; 8,17522; 45,12; 5,28484; -20,8256; 
4; 8,22815; 44,9117; 5,30153; -20,8372; 
4,01; 8,28125; 44,7033; 5,3182; -20,8487; 
4,02; 8,33451; 44,4948; 5,33484; -20,8601; 
4,03; 8,38795; 44,2861; 5,35145; -20,8715; 
4,04; 8,44154; 44,0773; 5,36805; -20,8827; 
4,05; 8,49531; 43,8684; 5,38461; -20,8939; 
4,06; 8,54924; 43,6595; 5,40115; -20,905; 
4,07; 8,60333; 43,4504; 5,41767; -20,916; 
4,08; 8,65759; 43,2411; 5,43415; -20,9269; 
4,09; 8,71201; 43,0318; 5,45062; -20,9378; 
4,1; 8,7666; 42,8224; 5,46705; -20,9486; 
4,11; 8,82135; 42,6128; 5,48346; -20,9593; 
4,12; 8,87627; 42,4032; 5,49984; -20,9699; 
4,13; 8,93135; 42,1934; 5,5162; -20,9804; 
4,14; 8,98659; 41,9836; 5,53253; -20,9909; 
4,15; 9,042; 41,7736; 5,54883; -21,0013; 
4,16; 9,09757; 41,5636; 5,5651; -21,0116; 
4,17; 9,1533; 41,3534; 5,58135; -21,0218; 
4,18; 9,2092; 41,1431; 5,59757; -21,032; 
4,19; 9,26525; 40,9328; 5,61376; -21,0421; 
4,2; 9,32147; 40,7223; 5,62992; -21,0521; 
4,21; 9,37785; 40,5117; 5,64606; -21,0621; 
4,22; 9,43439; 40,301; 5,66217; -21,072; 
4,23; 9,4911; 40,0903; 5,67825; -21,0818; 
4,24; 9,54796; 39,8794; 5,6943; -21,0915; 
4,25; 9,60498; 39,6684; 5,71033; -21,1012; 
4,26; 9,66216; 39,4574; 5,72632; -21,1108; 
4,27; 9,71951; 39,2462; 5,74229; -21,1203; 
4,28; 9,77701; 39,035; 5,75823; -21,1298; 
4,29; 9,83467; 38,8236; 5,77414; -21,1392; 
4,3; 9,89249; 38,6122; 5,79002; -21,1485; 
4,31; 9,95047; 38,4007; 5,80587; -21,1578; 
4,32; 10,0086; 38,189; 5,82169; -21,167; 
4,33; 10,0669; 37,9773; 5,83749; -21,1761; 
4,34; 10,1254; 37,7655; 5,85325; -21,1852; 
4,35; 10,184; 37,5536; 5,86899; -21,1942; 
4,36; 10,2427; 37,3416; 5,88469; -21,2031; 
4,37; 10,3017; 37,1296; 5,90037; -21,212; 
4,38; 10,3607; 36,9174; 5,91601; -21,2208; 
4,39; 10,42; 36,7051; 5,93163; -21,2296; 
4,4; 10,4794; 36,4928; 5,94722; -21,2383; 
4,41; 10,5389; 36,2804; 5,96277; -21,2469; 
4,42; 10,5986; 36,0679; 5,9783; -21,2555; 
4,43; 10,6585; 35,8553; 5,9938; -21,264; 
4,44; 10,7185; 35,6426; 6,00926; -21,2724; 
4,45; 10,7787; 35,4298; 6,0247; -21,2808; 
4,46; 10,839; 35,217; 6,0401; -21,2891; 
4,47; 10,8995; 35,004; 6,05548; -21,2974; 
4,48; 10,9601; 34,791; 6,07082; -21,3056; 
4,49; 11,0209; 34,5779; 6,08614; -21,3138; 
4,5; 11,0818; 34,3647; 6,10142; -21,3219; 
4,51; 11,1429; 34,1515; 6,11667; -21,3299; 
4,52; 11,2042; 33,9381; 6,13189; -21,3379; 
4,53; 11,2656; 33,7247; 6,14708; -21,3458; 
4,54; 11,3271; 33,5112; 6,16224; -21,3537; 
4,55; 11,3888; 33,2977; 6,17737; -21,3615; 
4,56; 11,4507; 33,084; 6,19247; -21,3693; 
4,57; 11,5127; 32,8703; 6,20753; -21,377; 
4,58; 11,5748; 32,6565; 6,22257; -21,3847; 
4,59; 11,6371; 32,4426; 6,23757; -21,3923; 
4,6; 11,6996; 32,2286; 6,25254; -21,3998; 
4,61; 11,7622; 32,0146; 6,26748; -21,4073; 
4,62; 11,8249; 31,8005; 6,28239; -21,4148; 
4,63; 11,8878; 31,5863; 6,29727; -21,4222; 
4,64; 11,9509; 31,372; 6,31211; -21,4295; 
