Lp.,x1(0),x2(0),x1*,x2*,y*,f_calls,,x1*,x2*,y*,f_calls,,x1*,x2*,y*,f_calls,,x1*,x2*,y*,f_calls,,x1*,x2*,y*,f_calls
0,3.38598,0.612213,-0.000412255,0.00031645,8.6005e-06,220,,0.000175907,0.00042223,6.66214e-06,500,,0.000430012,-0.000148389,6.58915e-06,580,,0.000220615,-0.0001501,2.26722e-06,1100,,0.000512591,4.87648e-06,8.36736e-06,1500,,
1,-0.562297,-1.65437,-0.000265131,-0.000112179,2.63907e-06,500,,-0.000425243,-3.98774e-05,5.80876e-06,580,,-0.0001847,-0.000137751,1.6905e-06,780,,-0.000144776,0.000153492,1.41762e-06,1180,,-5.50879e-06,-5.05854e-05,8.24477e-08,1300,,
2,-3.75315,4.66698,1.22262e-05,0.000517186,8.52201e-06,380,,0.000460181,-0.000115706,7.16947e-06,500,,-5.05187e-07,-0.000104014,3.4451e-07,740,,-0.0004458,0.000146284,7.0097e-06,620,,7.5769e-05,4.01875e-05,2.34233e-07,1060,,
3,0.528312,-1.59784,9.6418e-10,0.774716,0.619837,10020,,0.000411275,-0.000181757,6.438e-06,620,,3.75943e-06,-3.94834e-05,5.00907e-08,780,,0.000104752,-2.14995e-05,3.64128e-07,620,,-1.2026e-06,-0.000207097,1.36574e-06,1620,,
4,-4.11385,-1.40546,-0.774716,1.0998e-09,0.619837,10020,,0.774716,6.39062e-10,0.619837,10020,,-0.000302641,0.000177213,3.9165e-06,620,,-0.000111875,4.28779e-05,4.57082e-07,740,,-0.774716,1.03387e-09,0.619837,10020,,
5,-1.28245,-3.84058,3.5952e-05,-0.000142041,6.83604e-07,500,,0.000149598,-0.000437769,6.81497e-06,580,,0.000154794,-0.000326428,4.15597e-06,540,,-0.000213007,0.000191777,2.61587e-06,620,,4.42383e-05,0.000113605,4.73279e-07,1580,,
6,3.59505,2.29611,-0.000518378,-0.000188115,9.6834e-06,380,,-0.000286385,5.58502e-05,2.71094e-06,540,,-0.000530146,-6.10658e-05,9.06823e-06,900,,-6.70336e-05,-0.000202033,1.44281e-06,700,,0.000164237,3.06161e-05,8.88759e-07,860,,
7,-3.41431,3.77918,-4.73631e-05,1.54999e-05,7.90812e-08,540,,-0.000143736,-0.000289582,3.32811e-06,1020,,-0.000272919,-8.50837e-05,2.6023e-06,260,,0.000437756,0.000149667,6.81525e-06,580,,-4.97299e-05,-5.32274e-05,1.68963e-07,1660,,
8,4.94058,3.82597,-0.000119106,-0.000149111,1.15972e-06,300,,0.000156325,-4.99152e-06,7.78949e-07,500,,0.000132354,9.03474e-05,8.17724e-07,900,,0.000192514,-0.000417815,6.73885e-06,620,,-0.000102061,-0.000377453,4.86831e-06,1380,,
9,3.3886,-4.76586,-0.000111886,0.000448215,6.79566e-06,380,,0.000260677,-0.000360775,6.30834e-06,620,,0.000192061,0.000190177,2.32625e-06,500,,-0.000397974,-0.000323136,8.36822e-06,540,,-0.000210275,0.000113692,1.81952e-06,1140,,
10,-1.06589,-0.694643,6.13541e-05,0.000200214,1.3963e-06,500,,0.000225225,-0.000151045,2.34173e-06,620,,-6.13928e-05,0.000295476,2.90006e-06,980,,8.19037e-05,-4.94605e-05,2.91504e-07,780,,0.000169727,0.00047649,8.1469e-06,780,,
11,-4.07618,-2.07179,-0.000228364,-0.000261293,3.8346e-06,580,,-0.000138637,0.000189533,1.75589e-06,460,,-7.3162e-05,2.36852e-05,1.88306e-07,620,,9.79227e-06,0.000204305,1.33218e-06,1020,,0.000211632,-1.55725e-05,1.43388e-06,1940,,
12,1.81936,3.33139,2.21029e-05,-1.48998e-05,2.26255e-08,420,,-8.70272e-05,9.77183e-05,5.45227e-07,420,,-0.000278822,8.22261e-05,2.69079e-06,740,,-9.11068e-05,-0.000174364,1.23241e-06,860,,-0.000114643,-0.000437824,6.52237e-06,1420,,
13,-3.45893,1.98805,1.17898e-09,0.774716,0.619837,10020,,2.03778e-05,-0.000230815,1.70965e-06,700,,-3.2978e-05,0.000351572,3.97046e-06,740,,0.000130314,0.000465816,7.45007e-06,900,,-0.000116039,0.000163056,1.27537e-06,1220,,
14,-0.214506,4.64351,9.27084e-05,0.00034215,4.00139e-06,740,,0.000186742,0.000410086,6.4654e-06,420,,0.000205967,-0.00010456,1.69896e-06,900,,-0.000244433,-7.87625e-05,2.10004e-06,940,,2.54954e-05,0.000177766,1.02694e-06,820,,
15,-0.0965615,4.4275,0.000129108,-0.000114012,9.44693e-07,660,,-1.5855e-05,-0.000278264,2.47359e-06,500,,0.00032509,0.00015627,4.14283e-06,580,,0.000241902,-0.000126317,2.37139e-06,940,,0.00036004,0.000195909,5.34982e-06,1220,,
