iteration,x1,x2
555,-1.86109,-0.595561
556,-1.86108,-0.595412
557,-1.86107,-0.595264
558,-1.86106,-0.595116
559,-1.86105,-0.594968
560,-1.86105,-0.59482
561,-1.86104,-0.594672
562,-1.86103,-0.594524
563,-1.86102,-0.594376
564,-1.86101,-0.594228
565,-1.861,-0.59408
566,-1.86099,-0.593932
567,-1.86098,-0.593784
568,-1.86097,-0.593636
569,-1.86097,-0.593488
570,-1.86096,-0.59334
571,-1.86095,-0.593192
572,-1.86094,-0.593044
573,-1.86093,-0.592896
574,-1.86092,-0.592748
575,-1.86091,-0.5926
576,-1.8609,-0.592452
577,-1.86089,-0.592305
578,-1.86089,-0.592157
579,-1.86088,-0.592009
580,-1.86087,-0.591861
581,-1.86086,-0.591713
582,-1.86085,-0.591566
583,-1.86084,-0.591418
584,-1.86083,-0.59127
585,-1.86082,-0.591122
586,-1.86081,-0.590975
587,-1.86081,-0.590827
588,-1.8608,-0.590679
589,-1.86079,-0.590532
590,-1.86078,-0.590384
591,-1.86077,-0.590236
592,-1.86076,-0.590089
593,-1.86075,-0.589941
594,-1.86074,-0.589793
595,-1.86073,-0.589646
596,-1.86073,-0.589498
597,-1.86072,-0.589351
598,-1.86071,-0.589203
599,-1.8607,-0.589056
600,-1.86069,-0.588908
601,-1.86068,-0.588761
602,-1.86067,-0.588613
603,-1.86066,-0.588466
604,-1.86065,-0.588318
605,-1.86065,-0.588171
606,-1.86064,-0.588024
607,-1.86063,-0.587876
608,-1.86062,-0.587729
609,-1.86061,-0.587581
610,-1.8606,-0.587434
611,-1.86059,-0.587287
612,-1.86058,-0.587139
613,-1.86057,-0.586992
614,-1.86057,-0.586845
615,-1.86056,-0.586698
616,-1.86055,-0.58655
617,-1.86054,-0.586403
618,-1.86053,-0.586256
619,-1.86052,-0.586109
620,-1.86051,-0.585961
621,-1.8605,-0.585814
622,-1.86049,-0.585667
623,-1.86049,-0.58552
624,-1.86048,-0.585373
625,-1.86047,-0.585226
626,-1.86046,-0.585078
627,-1.86045,-0.584931
628,-1.86044,-0.584784
629,-1.86043,-0.584637
630,-1.86042,-0.58449
631,-1.86041,-0.584343
632,-1.86041,-0.584196
633,-1.8604,-0.584049
634,-1.86039,-0.583902
635,-1.86038,-0.583755
636,-1.86037,-0.583608
637,-1.86036,-0.583461
638,-1.86035,-0.583314
639,-1.86034,-0.583167
640,-1.86033,-0.58302
641,-1.86033,-0.582874
642,-1.86032,-0.582727
643,-1.86031,-0.58258
644,-1.8603,-0.582433
645,-1.86029,-0.582286
646,-1.86028,-0.582139
647,-1.86027,-0.581993
648,-1.86026,-0.581846
649,-1.86026,-0.581699
650,-1.86025,-0.581552
651,-1.86024,-0.581406
652,-1.86023,-0.581259
653,-1.86022,-0.581112
654,-1.86021,-0.580965
655,-1.8602,-0.580819
656,-1.86019,-0.580672
657,-1.86018,-0.580525
658,-1.86018,-0.580379
659,-1.86017,-0.580232
660,-1.86016,-0.580085
661,-1.86015,-0.579939
662,-1.86014,-0.579792
663,-1.86013,-0.579646
664,-1.86012,-0.579499
665,-1.86011,-0.579353
666,-1.8601,-0.579206
667,-1.8601,-0.57906
668,-1.86009,-0.578913
669,-1.86008,-0.578767
670,-1.86007,-0.57862
671,-1.86006,-0.578474
672,-1.86005,-0.578327
673,-1.86004,-0.578181
674,-1.86003,-0.578035
675,-1.86003,-0.577888
676,-1.86002,-0.577742
677,-1.86001,-0.577595
678,-1.86,-0.577449
679,-1.85999,-0.577303
680,-1.85998,-0.577156
681,-1.85997,-0.57701
682,-1.85996,-0.576864
683,-1.85995,-0.576718
684,-1.85995,-0.576571
685,-1.85994,-0.576425
686,-1.85993,-0.576279
687,-1.85992,-0.576133
688,-1.85991,-0.575986
689,-1.8599,-0.57584
690,-1.85989,-0.575694
691,-1.85988,-0.575548
692,-1.85987,-0.575402
693,-1.85987,-0.575256
694,-1.85986,-0.57511
695,-1.85985,-0.574964
696,-1.85984,-0.574817
697,-1.85983,-0.574671
698,-1.85982,-0.574525
699,-1.85981,-0.574379
700,-1.8598,-0.574233
701,-1.8598,-0.574087
702,-1.85979,-0.573941
703,-1.85978,-0.573795
704,-1.85977,-0.573649
705,-1.85976,-0.573503
706,-1.85975,-0.573358
707,-1.85974,-0.573212
708,-1.85973,-0.573066
709,-1.85972,-0.57292
710,-1.85972,-0.572774
711,-1.85971,-0.572628
712,-1.8597,-0.572482
713,-1.85969,-0.572336
714,-1.85968,-0.572191
715,-1.85967,-0.572045
716,-1.85966,-0.571899
717,-1.85965,-0.571753
718,-1.85965,-0.571608
719,-1.85964,-0.571462
720,-1.85963,-0.571316
721,-1.85962,-0.57117
722,-1.85961,-0.571025
723,-1.8596,-0.570879
724,-1.85959,-0.570733
725,-1.85958,-0.570588
726,-1.85958,-0.570442
727,-1.85957,-0.570296
728,-1.85956,-0.570151
729,-1.85955,-0.570005
730,-1.85954,-0.56986
731,-1.85953,-0.569714
732,-1.85952,-0.569569
733,-1.85951,-0.569423
734,-1.8595,-0.569278
735,-1.8595,-0.569132
736,-1.85949,-0.568987
737,-1.85948,-0.568841
738,-1.85947,-0.568696
739,-1.85946,-0.56855
740,-1.85945,-0.568405
741,-1.85944,-0.568259
742,-1.85943,-0.568114
743,-1.85943,-0.567969
744,-1.85942,-0.567823
745,-1.85941,-0.567678
746,-1.8594,-0.567533
747,-1.85939,-0.567387
748,-1.85938,-0.567242
749,-1.85937,-0.567097
750,-1.85936,-0.566951
751,-1.85935,-0.566806
752,-1.85935,-0.566661
753,-1.85934,-0.566516
754,-1.85933,-0.56637
755,-1.85932,-0.566225
756,-1.85931,-0.56608
757,-1.8593,-0.565935
758,-1.85929,-0.56579
759,-1.85928,-0.565644
760,-1.85928,-0.565499
761,-1.85927,-0.565354
762,-1.85926,-0.565209
763,-1.85925,-0.565064
764,-1.85924,-0.564919
765,-1.85923,-0.564774
766,-1.85922,-0.564629
767,-1.85921,-0.564484
768,-1.85921,-0.564339
769,-1.8592,-0.564194
770,-1.85919,-0.564049
771,-1.85918,-0.563904
772,-1.85917,-0.563759
773,-1.85916,-0.563614
774,-1.85915,-0.563469
775,-1.85914,-0.563324
776,-1.85914,-0.563179
777,-1.85913,-0.563034
778,-1.85912,-0.562889
779,-1.85911,-0.562745
780,-1.8591,-0.5626
781,-1.85909,-0.562455
782,-1.85908,-0.56231
783,-1.85907,-0.562165
784,-1.85906,-0.562021
785,-1.85906,-0.561876
786,-1.85905,-0.561731
787,-1.85904,-0.561586
788,-1.85903,-0.561442
789,-1.85902,-0.561297
790,-1.85901,-0.561152
791,-1.859,-0.561007
792,-1.85899,-0.560863
793,-1.85899,-0.560718
794,-1.85898,-0.560574
795,-1.85897,-0.560429
796,-1.85896,-0.560284
797,-1.85895,-0.56014
798,-1.85894,-0.559995
799,-1.85893,-0.559851
800,-1.85892,-0.559706
801,-1.85892,-0.559562
802,-1.85891,-0.559417
803,-1.8589,-0.559272
804,-1.85889,-0.559128
805,-1.85888,-0.558984
806,-1.85887,-0.558839
807,-1.85886,-0.558695
808,-1.85885,-0.55855
809,-1.85885,-0.558406
810,-1.85884,-0.558261
811,-1.85883,-0.558117
812,-1.85882,-0.557973
813,-1.85881,-0.557828
814,-1.8588,-0.557684
815,-1.85879,-0.55754
816,-1.85878,-0.557395
817,-1.85878,-0.557251
818,-1.85877,-0.557107
819,-1.85876,-0.556962
820,-1.85875,-0.556818
821,-1.85874,-0.556674
822,-1.85873,-0.55653
823,-1.85872,-0.556385
824,-1.85871,-0.556241
825,-1.85871,-0.556097
826,-1.8587,-0.555953
827,-1.85869,-0.555809
828,-1.85868,-0.555665
829,-1.85867,-0.555521
830,-1.85866,-0.555376
831,-1.85865,-0.555232
832,-1.85864,-0.555088
833,-1.85864,-0.554944
834,-1.85863,-0.5548
835,-1.85862,-0.554656
836,-1.85861,-0.554512
837,-1.8586,-0.554368
838,-1.85859,-0.554224
839,-1.85858,-0.55408
840,-1.85857,-0.553936
841,-1.85857,-0.553792
842,-1.85856,-0.553648
843,-1.85855,-0.553504
844,-1.85854,-0.55336
845,-1.85853,-0.553217
846,-1.85852,-0.553073
847,-1.85851,-0.552929
848,-1.8585,-0.552785
849,-1.8585,-0.552641
850,-1.85849,-0.552497
851,-1.85848,-0.552353
852,-1.85847,-0.55221
853,-1.85846,-0.552066
854,-1.85845,-0.551922
855,-1.85844,-0.551778
856,-1.85843,-0.551635
857,-1.85843,-0.551491
858,-1.85842,-0.551347
859,-1.85841,-0.551204
860,-1.8584,-0.55106
861,-1.85839,-0.550916
862,-1.85838,-0.550773
863,-1.85837,-0.550629
864,-1.85836,-0.550485
865,-1.85836,-0.550342
866,-1.85835,-0.550198
867,-1.85834,-0.550055
868,-1.85833,-0.549911
869,-1.85832,-0.549768
870,-1.85831,-0.549624
871,-1.8583,-0.54948
872,-1.85829,-0.549337
873,-1.85829,-0.549193
874,-1.85828,-0.54905
875,-1.85827,-0.548907
876,-1.85826,-0.548763
877,-1.85825,-0.54862
878,-1.85824,-0.548476
879,-1.85823,-0.548333
880,-1.85822,-0.54819
881,-1.85822,-0.548046
882,-1.85821,-0.547903
883,-1.8582,-0.547759
884,-1.85819,-0.547616
885,-1.85818,-0.547473
886,-1.85817,-0.54733
887,-1.85816,-0.547186
888,-1.85816,-0.547043
889,-1.85815,-0.5469
890,-1.85814,-0.546756
891,-1.85813,-0.546613
892,-1.85812,-0.54647
893,-1.85811,-0.546327
894,-1.8581,-0.546184
895,-1.85809,-0.546041
896,-1.85809,-0.545897
897,-1.85808,-0.545754
898,-1.85807,-0.545611
899,-1.85806,-0.545468
900,-1.85805,-0.545325
901,-1.85804,-0.545182
902,-1.85803,-0.545039
903,-1.85802,-0.544896
904,-1.85802,-0.544753
905,-1.85801,-0.54461
906,-1.858,-0.544467
907,-1.85799,-0.544324
908,-1.85798,-0.544181
909,-1.85797,-0.544038
910,-1.85796,-0.543895
911,-1.85795,-0.543752
912,-1.85795,-0.543609
913,-1.85794,-0.543466
914,-1.85793,-0.543323
915,-1.85792,-0.54318
916,-1.85791,-0.543037
917,-1.8579,-0.542895
918,-1.85789,-0.542752
919,-1.85789,-0.542609
920,-1.85788,-0.542466
921,-1.85787,-0.542323
922,-1.85786,-0.542181
923,-1.85785,-0.542038
924,-1.85784,-0.541895
925,-1.85783,-0.541752
926,-1.85782,-0.54161
927,-1.85782,-0.541467
928,-1.85781,-0.541324
929,-1.8578,-0.541181
930,-1.85779,-0.541039
931,-1.85778,-0.540896
932,-1.85777,-0.540754
933,-1.85776,-0.540611
934,-1.85775,-0.540468
935,-1.85775,-0.540326
936,-1.85774,-0.540183
937,-1.85773,-0.540041
938,-1.85772,-0.539898
939,-1.85771,-0.539756
940,-1.8577,-0.539613
941,-1.85769,-0.539471
942,-1.85769,-0.539328
943,-1.85768,-0.539186
944,-1.85767,-0.539043
945,-1.85766,-0.538901
946,-1.85765,-0.538758
947,-1.85764,-0.538616
948,-1.85763,-0.538473
949,-1.85762,-0.538331
950,-1.85762,-0.538189
951,-1.85761,-0.538046
952,-1.8576,-0.537904
953,-1.85759,-0.537762
954,-1.85758,-0.537619
955,-1.85757,-0.537477
956,-1.85756,-0.537335
957,-1.85755,-0.537192
958,-1.85755,-0.53705
959,-1.85754,-0.536908
960,-1.85753,-0.536766
961,-1.85752,-0.536624
962,-1.85751,-0.536481
963,-1.8575,-0.536339
964,-1.85749,-0.536197
965,-1.85749,-0.536055
966,-1.85748,-0.535913
967,-1.85747,-0.535771
968,-1.85746,-0.535628
969,-1.85745,-0.535486
970,-1.85744,-0.535344
971,-1.85743,-0.535202
972,-1.85742,-0.53506
973,-1.85742,-0.534918
974,-1.85741,-0.534776
975,-1.8574,-0.534634
976,-1.85739,-0.534492
977,-1.85738,-0.53435
978,-1.85737,-0.534208
979,-1.85736,-0.534066
980,-1.85736,-0.533924
981,-1.85735,-0.533782
982,-1.85734,-0.53364
983,-1.85733,-0.533498
984,-1.85732,-0.533357
985,-1.85731,-0.533215
986,-1.8573,-0.533073
987,-1.85729,-0.532931
988,-1.85729,-0.532789
989,-1.85728,-0.532647
990,-1.85727,-0.532506
991,-1.85726,-0.532364
992,-1.85725,-0.532222
993,-1.85724,-0.53208
994,-1.85723,-0.531939
995,-1.85723,-0.531797
996,-1.85722,-0.531655
997,-1.85721,-0.531513
998,-1.8572,-0.531372
