iteration,x1,x2
2044,-1.84844,-0.390747
2045,-1.84843,-0.390619
2046,-1.84842,-0.390492
2047,-1.84842,-0.390364
2048,-1.84841,-0.390237
2049,-1.8484,-0.39011
2050,-1.84839,-0.389982
2051,-1.84838,-0.389855
2052,-1.84838,-0.389727
2053,-1.84837,-0.3896
2054,-1.84836,-0.389473
2055,-1.84835,-0.389345
2056,-1.84834,-0.389218
2057,-1.84834,-0.389091
2058,-1.84833,-0.388964
2059,-1.84832,-0.388836
2060,-1.84831,-0.388709
2061,-1.8483,-0.388582
2062,-1.8483,-0.388455
2063,-1.84829,-0.388327
2064,-1.84828,-0.3882
2065,-1.84827,-0.388073
2066,-1.84826,-0.387946
2067,-1.84825,-0.387819
2068,-1.84825,-0.387691
2069,-1.84824,-0.387564
2070,-1.84823,-0.387437
2071,-1.84822,-0.38731
2072,-1.84821,-0.387183
2073,-1.84821,-0.387056
2074,-1.8482,-0.386929
2075,-1.84819,-0.386802
2076,-1.84818,-0.386675
2077,-1.84817,-0.386548
2078,-1.84817,-0.386421
2079,-1.84816,-0.386294
2080,-1.84815,-0.386167
2081,-1.84814,-0.38604
2082,-1.84813,-0.385913
2083,-1.84813,-0.385786
2084,-1.84812,-0.385659
2085,-1.84811,-0.385532
2086,-1.8481,-0.385405
2087,-1.84809,-0.385278
2088,-1.84809,-0.385151
2089,-1.84808,-0.385024
2090,-1.84807,-0.384897
2091,-1.84806,-0.38477
2092,-1.84805,-0.384644
2093,-1.84804,-0.384517
2094,-1.84804,-0.38439
2095,-1.84803,-0.384263
2096,-1.84802,-0.384136
2097,-1.84801,-0.38401
2098,-1.848,-0.383883
2099,-1.848,-0.383756
2100,-1.84799,-0.383629
2101,-1.84798,-0.383503
2102,-1.84797,-0.383376
2103,-1.84796,-0.383249
2104,-1.84796,-0.383122
2105,-1.84795,-0.382996
2106,-1.84794,-0.382869
2107,-1.84793,-0.382742
2108,-1.84792,-0.382616
2109,-1.84792,-0.382489
2110,-1.84791,-0.382363
2111,-1.8479,-0.382236
2112,-1.84789,-0.382109
2113,-1.84788,-0.381983
2114,-1.84788,-0.381856
2115,-1.84787,-0.38173
2116,-1.84786,-0.381603
2117,-1.84785,-0.381477
2118,-1.84784,-0.38135
2119,-1.84784,-0.381224
2120,-1.84783,-0.381097
2121,-1.84782,-0.380971
2122,-1.84781,-0.380844
2123,-1.8478,-0.380718
2124,-1.8478,-0.380591
2125,-1.84779,-0.380465
2126,-1.84778,-0.380338
2127,-1.84777,-0.380212
2128,-1.84776,-0.380086
2129,-1.84775,-0.379959
2130,-1.84775,-0.379833
2131,-1.84774,-0.379707
2132,-1.84773,-0.37958
2133,-1.84772,-0.379454
2134,-1.84771,-0.379328
2135,-1.84771,-0.379201
2136,-1.8477,-0.379075
2137,-1.84769,-0.378949
2138,-1.84768,-0.378822
2139,-1.84767,-0.378696
2140,-1.84767,-0.37857
2141,-1.84766,-0.378444
2142,-1.84765,-0.378318
2143,-1.84764,-0.378191
2144,-1.84763,-0.378065
2145,-1.84763,-0.377939
2146,-1.84762,-0.377813
2147,-1.84761,-0.377687
2148,-1.8476,-0.377561
2149,-1.84759,-0.377434
2150,-1.84759,-0.377308
2151,-1.84758,-0.377182
2152,-1.84757,-0.377056
2153,-1.84756,-0.37693
2154,-1.84755,-0.376804
2155,-1.84755,-0.376678
2156,-1.84754,-0.376552
2157,-1.84753,-0.376426
2158,-1.84752,-0.3763
2159,-1.84751,-0.376174
2160,-1.84751,-0.376048
2161,-1.8475,-0.375922
2162,-1.84749,-0.375796
2163,-1.84748,-0.37567
2164,-1.84747,-0.375544
2165,-1.84747,-0.375418
2166,-1.84746,-0.375292
2167,-1.84745,-0.375166
2168,-1.84744,-0.375041
2169,-1.84743,-0.374915
2170,-1.84743,-0.374789
2171,-1.84742,-0.374663
2172,-1.84741,-0.374537
2173,-1.8474,-0.374411
2174,-1.84739,-0.374286
2175,-1.84739,-0.37416
2176,-1.84738,-0.374034
2177,-1.84737,-0.373908
2178,-1.84736,-0.373783
2179,-1.84735,-0.373657
2180,-1.84735,-0.373531
2181,-1.84734,-0.373405
2182,-1.84733,-0.37328
2183,-1.84732,-0.373154
2184,-1.84731,-0.373028
2185,-1.84731,-0.372903
2186,-1.8473,-0.372777
2187,-1.84729,-0.372651
2188,-1.84728,-0.372526
2189,-1.84727,-0.3724
2190,-1.84726,-0.372275
2191,-1.84726,-0.372149
2192,-1.84725,-0.372023
2193,-1.84724,-0.371898
2194,-1.84723,-0.371772
2195,-1.84722,-0.371647
2196,-1.84722,-0.371521
2197,-1.84721,-0.371396
2198,-1.8472,-0.37127
2199,-1.84719,-0.371145
2200,-1.84718,-0.371019
2201,-1.84718,-0.370894
2202,-1.84717,-0.370768
2203,-1.84716,-0.370643
2204,-1.84715,-0.370518
2205,-1.84714,-0.370392
2206,-1.84714,-0.370267
2207,-1.84713,-0.370141
2208,-1.84712,-0.370016
2209,-1.84711,-0.369891
2210,-1.8471,-0.369765
2211,-1.8471,-0.36964
2212,-1.84709,-0.369515
2213,-1.84708,-0.369389
2214,-1.84707,-0.369264
2215,-1.84706,-0.369139
2216,-1.84706,-0.369014
2217,-1.84705,-0.368888
2218,-1.84704,-0.368763
2219,-1.84703,-0.368638
2220,-1.84702,-0.368513
2221,-1.84702,-0.368387
2222,-1.84701,-0.368262
2223,-1.847,-0.368137
2224,-1.84699,-0.368012
2225,-1.84698,-0.367887
2226,-1.84698,-0.367762
2227,-1.84697,-0.367636
2228,-1.84696,-0.367511
2229,-1.84695,-0.367386
2230,-1.84694,-0.367261
2231,-1.84694,-0.367136
2232,-1.84693,-0.367011
2233,-1.84692,-0.366886
2234,-1.84691,-0.366761
2235,-1.8469,-0.366636
2236,-1.8469,-0.366511
2237,-1.84689,-0.366386
2238,-1.84688,-0.366261
2239,-1.84687,-0.366136
2240,-1.84686,-0.366011
2241,-1.84686,-0.365886
2242,-1.84685,-0.365761
2243,-1.84684,-0.365636
2244,-1.84683,-0.365511
2245,-1.84682,-0.365386
2246,-1.84682,-0.365261
2247,-1.84681,-0.365137
2248,-1.8468,-0.365012
2249,-1.84679,-0.364887
2250,-1.84679,-0.364762
2251,-1.84678,-0.364637
2252,-1.84677,-0.364512
2253,-1.84676,-0.364388
2254,-1.84675,-0.364263
2255,-1.84675,-0.364138
2256,-1.84674,-0.364013
2257,-1.84673,-0.363888
2258,-1.84672,-0.363764
2259,-1.84671,-0.363639
2260,-1.84671,-0.363514
2261,-1.8467,-0.36339
2262,-1.84669,-0.363265
2263,-1.84668,-0.36314
2264,-1.84667,-0.363016
2265,-1.84667,-0.362891
2266,-1.84666,-0.362766
2267,-1.84665,-0.362642
2268,-1.84664,-0.362517
2269,-1.84663,-0.362392
2270,-1.84663,-0.362268
2271,-1.84662,-0.362143
2272,-1.84661,-0.362019
2273,-1.8466,-0.361894
2274,-1.84659,-0.36177
2275,-1.84659,-0.361645
2276,-1.84658,-0.361521
2277,-1.84657,-0.361396
2278,-1.84656,-0.361272
2279,-1.84655,-0.361147
2280,-1.84655,-0.361023
2281,-1.84654,-0.360898
2282,-1.84653,-0.360774
2283,-1.84652,-0.360649
2284,-1.84651,-0.360525
2285,-1.84651,-0.360401
2286,-1.8465,-0.360276
2287,-1.84649,-0.360152
2288,-1.84648,-0.360027
2289,-1.84647,-0.359903
2290,-1.84647,-0.359779
2291,-1.84646,-0.359654
2292,-1.84645,-0.35953
2293,-1.84644,-0.359406
2294,-1.84643,-0.359282
2295,-1.84643,-0.359157
2296,-1.84642,-0.359033
2297,-1.84641,-0.358909
2298,-1.8464,-0.358785
2299,-1.84639,-0.35866
2300,-1.84639,-0.358536
2301,-1.84638,-0.358412
2302,-1.84637,-0.358288
2303,-1.84636,-0.358164
2304,-1.84635,-0.358039
2305,-1.84635,-0.357915
2306,-1.84634,-0.357791
2307,-1.84633,-0.357667
2308,-1.84632,-0.357543
2309,-1.84632,-0.357419
2310,-1.84631,-0.357295
2311,-1.8463,-0.357171
2312,-1.84629,-0.357047
2313,-1.84628,-0.356923
2314,-1.84628,-0.356799
2315,-1.84627,-0.356675
2316,-1.84626,-0.356551
2317,-1.84625,-0.356427
2318,-1.84624,-0.356303
2319,-1.84624,-0.356179
2320,-1.84623,-0.356055
2321,-1.84622,-0.355931
2322,-1.84621,-0.355807
2323,-1.8462,-0.355683
2324,-1.8462,-0.355559
2325,-1.84619,-0.355435
2326,-1.84618,-0.355311
2327,-1.84617,-0.355187
2328,-1.84616,-0.355063
2329,-1.84616,-0.35494
2330,-1.84615,-0.354816
2331,-1.84614,-0.354692
2332,-1.84613,-0.354568
2333,-1.84612,-0.354444
2334,-1.84612,-0.354321
2335,-1.84611,-0.354197
2336,-1.8461,-0.354073
2337,-1.84609,-0.353949
2338,-1.84608,-0.353826
2339,-1.84608,-0.353702
2340,-1.84607,-0.353578
2341,-1.84606,-0.353454
2342,-1.84605,-0.353331
2343,-1.84604,-0.353207
2344,-1.84604,-0.353083
2345,-1.84603,-0.35296
2346,-1.84602,-0.352836
2347,-1.84601,-0.352713
2348,-1.84601,-0.352589
2349,-1.846,-0.352465
2350,-1.84599,-0.352342
2351,-1.84598,-0.352218
2352,-1.84597,-0.352095
2353,-1.84597,-0.351971
2354,-1.84596,-0.351848
2355,-1.84595,-0.351724
2356,-1.84594,-0.351601
2357,-1.84593,-0.351477
2358,-1.84593,-0.351354
2359,-1.84592,-0.35123
2360,-1.84591,-0.351107
2361,-1.8459,-0.350983
2362,-1.84589,-0.35086
2363,-1.84589,-0.350736
2364,-1.84588,-0.350613
2365,-1.84587,-0.35049
2366,-1.84586,-0.350366
2367,-1.84585,-0.350243
2368,-1.84585,-0.350119
2369,-1.84584,-0.349996
2370,-1.84583,-0.349873
2371,-1.84582,-0.349749
2372,-1.84582,-0.349626
2373,-1.84581,-0.349503
2374,-1.8458,-0.34938
2375,-1.84579,-0.349256
2376,-1.84578,-0.349133
2377,-1.84578,-0.34901
2378,-1.84577,-0.348887
2379,-1.84576,-0.348763
2380,-1.84575,-0.34864
2381,-1.84574,-0.348517
2382,-1.84574,-0.348394
2383,-1.84573,-0.348271
2384,-1.84572,-0.348147
2385,-1.84571,-0.348024
2386,-1.8457,-0.347901
2387,-1.8457,-0.347778
2388,-1.84569,-0.347655
2389,-1.84568,-0.347532
2390,-1.84567,-0.347409
2391,-1.84566,-0.347286
2392,-1.84566,-0.347163
2393,-1.84565,-0.34704
2394,-1.84564,-0.346917
2395,-1.84563,-0.346794
2396,-1.84563,-0.346671
2397,-1.84562,-0.346548
2398,-1.84561,-0.346425
2399,-1.8456,-0.346302
2400,-1.84559,-0.346179
2401,-1.84559,-0.346056
2402,-1.84558,-0.345933
2403,-1.84557,-0.34581
2404,-1.84556,-0.345687
2405,-1.84555,-0.345564
2406,-1.84555,-0.345441
2407,-1.84554,-0.345318
2408,-1.84553,-0.345195
2409,-1.84552,-0.345073
2410,-1.84551,-0.34495
2411,-1.84551,-0.344827
2412,-1.8455,-0.344704
2413,-1.84549,-0.344581
2414,-1.84548,-0.344458
2415,-1.84548,-0.344336
2416,-1.84547,-0.344213
2417,-1.84546,-0.34409
2418,-1.84545,-0.343967
2419,-1.84544,-0.343845
2420,-1.84544,-0.343722
2421,-1.84543,-0.343599
2422,-1.84542,-0.343477
2423,-1.84541,-0.343354
2424,-1.8454,-0.343231
2425,-1.8454,-0.343109
2426,-1.84539,-0.342986
2427,-1.84538,-0.342863
2428,-1.84537,-0.342741
2429,-1.84536,-0.342618
2430,-1.84536,-0.342496
2431,-1.84535,-0.342373
2432,-1.84534,-0.34225
2433,-1.84533,-0.342128
2434,-1.84533,-0.342005
2435,-1.84532,-0.341883
2436,-1.84531,-0.34176
2437,-1.8453,-0.341638
2438,-1.84529,-0.341515
2439,-1.84529,-0.341393
2440,-1.84528,-0.34127
2441,-1.84527,-0.341148
2442,-1.84526,-0.341026
2443,-1.84525,-0.340903
2444,-1.84525,-0.340781
2445,-1.84524,-0.340658
2446,-1.84523,-0.340536
2447,-1.84522,-0.340414
2448,-1.84521,-0.340291
2449,-1.84521,-0.340169
2450,-1.8452,-0.340047
2451,-1.84519,-0.339924
2452,-1.84518,-0.339802
2453,-1.84518,-0.33968
2454,-1.84517,-0.339557
2455,-1.84516,-0.339435
2456,-1.84515,-0.339313
2457,-1.84514,-0.33919
2458,-1.84514,-0.339068
2459,-1.84513,-0.338946
2460,-1.84512,-0.338824
2461,-1.84511,-0.338702
2462,-1.8451,-0.338579
2463,-1.8451,-0.338457
2464,-1.84509,-0.338335
2465,-1.84508,-0.338213
2466,-1.84507,-0.338091
2467,-1.84507,-0.337969
2468,-1.84506,-0.337847
2469,-1.84505,-0.337724
2470,-1.84504,-0.337602
2471,-1.84503,-0.33748
2472,-1.84503,-0.337358
2473,-1.84502,-0.337236
2474,-1.84501,-0.337114
2475,-1.845,-0.336992
2476,-1.84499,-0.33687
2477,-1.84499,-0.336748
2478,-1.84498,-0.336626
2479,-1.84497,-0.336504
2480,-1.84496,-0.336382
2481,-1.84496,-0.33626
2482,-1.84495,-0.336138
2483,-1.84494,-0.336016
2484,-1.84493,-0.335894
2485,-1.84492,-0.335772
2486,-1.84492,-0.335651
2487,-1.84491,-0.335529
2488,-1.8449,-0.335407
2489,-1.84489,-0.335285
2490,-1.84488,-0.335163
2491,-1.84488,-0.335041
2492,-1.84487,-0.334919
2493,-1.84486,-0.334798
2494,-1.84485,-0.334676
2495,-1.84485,-0.334554
2496,-1.84484,-0.334432
2497,-1.84483,-0.334311
2498,-1.84482,-0.334189
2499,-1.84481,-0.334067
2500,-1.84481,-0.333945
2501,-1.8448,-0.333824
2502,-1.84479,-0.333702
2503,-1.84478,-0.33358
2504,-1.84477,-0.333459
2505,-1.84477,-0.333337
2506,-1.84476,-0.333215
2507,-1.84475,-0.333094
2508,-1.84474,-0.332972
2509,-1.84474,-0.33285
2510,-1.84473,-0.332729
2511,-1.84472,-0.332607
2512,-1.84471,-0.332486
2513,-1.8447,-0.332364
2514,-1.8447,-0.332243
2515,-1.84469,-0.332121
2516,-1.84468,-0.331999
2517,-1.84467,-0.331878
2518,-1.84466,-0.331756
2519,-1.84466,-0.331635
2520,-1.84465,-0.331513
2521,-1.84464,-0.331392
2522,-1.84463,-0.331271
2523,-1.84463,-0.331149
2524,-1.84462,-0.331028
2525,-1.84461,-0.330906
2526,-1.8446,-0.330785
2527,-1.84459,-0.330663
2528,-1.84459,-0.330542
2529,-1.84458,-0.330421
2530,-1.84457,-0.330299
2531,-1.84456,-0.330178
2532,-1.84455,-0.330057
2533,-1.84455,-0.329935
2534,-1.84454,-0.329814
2535,-1.84453,-0.329693
2536,-1.84452,-0.329572
2537,-1.84452,-0.32945
2538,-1.84451,-0.329329
2539,-1.8445,-0.329208
2540,-1.84449,-0.329087
2541,-1.84448,-0.328965
2542,-1.84448,-0.328844
2543,-1.84447,-0.328723
2544,-1.84446,-0.328602
2545,-1.84445,-0.328481
2546,-1.84445,-0.328359
2547,-1.84444,-0.328238
2548,-1.84443,-0.328117
2549,-1.84442,-0.327996
2550,-1.84441,-0.327875
2551,-1.84441,-0.327754
2552,-1.8444,-0.327633
2553,-1.84439,-0.327512
2554,-1.84438,-0.327391
2555,-1.84437,-0.32727
2556,-1.84437,-0.327149
2557,-1.84436,-0.327027
2558,-1.84435,-0.326906
2559,-1.84434,-0.326785
2560,-1.84434,-0.326664
2561,-1.84433,-0.326544
2562,-1.84432,-0.326423
2563,-1.84431,-0.326302
2564,-1.8443,-0.326181
2565,-1.8443,-0.32606
2566,-1.84429,-0.325939
2567,-1.84428,-0.325818
2568,-1.84427,-0.325697
2569,-1.84427,-0.325576
2570,-1.84426,-0.325455
2571,-1.84425,-0.325334
2572,-1.84424,-0.325214
2573,-1.84423,-0.325093
2574,-1.84423,-0.324972
2575,-1.84422,-0.324851
2576,-1.84421,-0.32473
2577,-1.8442,-0.32461
2578,-1.8442,-0.324489
2579,-1.84419,-0.324368
2580,-1.84418,-0.324247
2581,-1.84417,-0.324127
2582,-1.84416,-0.324006
2583,-1.84416,-0.323885
2584,-1.84415,-0.323765
2585,-1.84414,-0.323644
2586,-1.84413,-0.323523
2587,-1.84412,-0.323402
2588,-1.84412,-0.323282
2589,-1.84411,-0.323161
2590,-1.8441,-0.323041
2591,-1.84409,-0.32292
2592,-1.84409,-0.322799
2593,-1.84408,-0.322679
2594,-1.84407,-0.322558
2595,-1.84406,-0.322438
2596,-1.84405,-0.322317
2597,-1.84405,-0.322197
2598,-1.84404,-0.322076
2599,-1.84403,-0.321956
2600,-1.84402,-0.321835
2601,-1.84402,-0.321715
2602,-1.84401,-0.321594
2603,-1.844,-0.321474
2604,-1.84399,-0.321353
2605,-1.84398,-0.321233
2606,-1.84398,-0.321112
2607,-1.84397,-0.320992
2608,-1.84396,-0.320872
2609,-1.84395,-0.320751
2610,-1.84395,-0.320631
2611,-1.84394,-0.32051
2612,-1.84393,-0.32039
2613,-1.84392,-0.32027
2614,-1.84391,-0.320149
2615,-1.84391,-0.320029
2616,-1.8439,-0.319909
2617,-1.84389,-0.319788
2618,-1.84388,-0.319668
2619,-1.84388,-0.319548
2620,-1.84387,-0.319428
2621,-1.84386,-0.319307
2622,-1.84385,-0.319187
2623,-1.84384,-0.319067
2624,-1.84384,-0.318947
2625,-1.84383,-0.318827
2626,-1.84382,-0.318706
2627,-1.84381,-0.318586
2628,-1.84381,-0.318466
2629,-1.8438,-0.318346
2630,-1.84379,-0.318226
2631,-1.84378,-0.318106
2632,-1.84377,-0.317986
2633,-1.84377,-0.317865
2634,-1.84376,-0.317745
2635,-1.84375,-0.317625
2636,-1.84374,-0.317505
2637,-1.84374,-0.317385
2638,-1.84373,-0.317265
2639,-1.84372,-0.317145
2640,-1.84371,-0.317025
2641,-1.8437,-0.316905
2642,-1.8437,-0.316785
2643,-1.84369,-0.316665
2644,-1.84368,-0.316545
2645,-1.84367,-0.316425
2646,-1.84367,-0.316305
2647,-1.84366,-0.316185
2648,-1.84365,-0.316066
2649,-1.84364,-0.315946
2650,-1.84363,-0.315826
2651,-1.84363,-0.315706
2652,-1.84362,-0.315586
2653,-1.84361,-0.315466
2654,-1.8436,-0.315346
2655,-1.8436,-0.315226
2656,-1.84359,-0.315107
2657,-1.84358,-0.314987
2658,-1.84357,-0.314867
2659,-1.84356,-0.314747
2660,-1.84356,-0.314627
2661,-1.84355,-0.314508
2662,-1.84354,-0.314388
2663,-1.84353,-0.314268
2664,-1.84353,-0.314149
2665,-1.84352,-0.314029
2666,-1.84351,-0.313909
2667,-1.8435,-0.313789
2668,-1.84349,-0.31367
2669,-1.84349,-0.31355
2670,-1.84348,-0.31343
2671,-1.84347,-0.313311
2672,-1.84346,-0.313191
2673,-1.84346,-0.313072
2674,-1.84345,-0.312952
2675,-1.84344,-0.312832
2676,-1.84343,-0.312713
2677,-1.84342,-0.312593
2678,-1.84342,-0.312474
2679,-1.84341,-0.312354
2680,-1.8434,-0.312235
2681,-1.84339,-0.312115
2682,-1.84339,-0.311996
2683,-1.84338,-0.311876
2684,-1.84337,-0.311757
2685,-1.84336,-0.311637
2686,-1.84335,-0.311518
2687,-1.84335,-0.311398
2688,-1.84334,-0.311279
2689,-1.84333,-0.311159
2690,-1.84332,-0.31104
2691,-1.84332,-0.310921
2692,-1.84331,-0.310801
2693,-1.8433,-0.310682
2694,-1.84329,-0.310563
2695,-1.84328,-0.310443
2696,-1.84328,-0.310324
2697,-1.84327,-0.310205
2698,-1.84326,-0.310085
2699,-1.84325,-0.309966
2700,-1.84325,-0.309847
2701,-1.84324,-0.309727
2702,-1.84323,-0.309608
2703,-1.84322,-0.309489
2704,-1.84322,-0.30937
2705,-1.84321,-0.30925
2706,-1.8432,-0.309131
2707,-1.84319,-0.309012
2708,-1.84318,-0.308893
2709,-1.84318,-0.308774
2710,-1.84317,-0.308654
2711,-1.84316,-0.308535
2712,-1.84315,-0.308416
2713,-1.84315,-0.308297
2714,-1.84314,-0.308178
2715,-1.84313,-0.308059
2716,-1.84312,-0.30794
2717,-1.84311,-0.307821
2718,-1.84311,-0.307702
2719,-1.8431,-0.307582
2720,-1.84309,-0.307463
2721,-1.84308,-0.307344
2722,-1.84308,-0.307225
2723,-1.84307,-0.307106
2724,-1.84306,-0.306987
2725,-1.84305,-0.306868
2726,-1.84304,-0.306749
2727,-1.84304,-0.30663
2728,-1.84303,-0.306512
2729,-1.84302,-0.306393
2730,-1.84301,-0.306274
2731,-1.84301,-0.306155
2732,-1.843,-0.306036
2733,-1.84299,-0.305917
2734,-1.84298,-0.305798
2735,-1.84298,-0.305679
2736,-1.84297,-0.30556
2737,-1.84296,-0.305442
2738,-1.84295,-0.305323
2739,-1.84294,-0.305204
2740,-1.84294,-0.305085
2741,-1.84293,-0.304966
2742,-1.84292,-0.304848
2743,-1.84291,-0.304729
2744,-1.84291,-0.30461
2745,-1.8429,-0.304491
2746,-1.84289,-0.304373
2747,-1.84288,-0.304254
2748,-1.84287,-0.304135
2749,-1.84287,-0.304016
2750,-1.84286,-0.303898
2751,-1.84285,-0.303779
2752,-1.84284,-0.30366
2753,-1.84284,-0.303542
2754,-1.84283,-0.303423
2755,-1.84282,-0.303304
2756,-1.84281,-0.303186
2757,-1.84281,-0.303067
2758,-1.8428,-0.302949
2759,-1.84279,-0.30283
2760,-1.84278,-0.302712
2761,-1.84277,-0.302593
2762,-1.84277,-0.302474
2763,-1.84276,-0.302356
2764,-1.84275,-0.302237
2765,-1.84274,-0.302119
2766,-1.84274,-0.302
2767,-1.84273,-0.301882
2768,-1.84272,-0.301763
2769,-1.84271,-0.301645
2770,-1.84271,-0.301527
2771,-1.8427,-0.301408
2772,-1.84269,-0.30129
2773,-1.84268,-0.301171
2774,-1.84267,-0.301053
2775,-1.84267,-0.300934
2776,-1.84266,-0.300816
2777,-1.84265,-0.300698
2778,-1.84264,-0.300579
2779,-1.84264,-0.300461
2780,-1.84263,-0.300343
2781,-1.84262,-0.300224
2782,-1.84261,-0.300106
2783,-1.8426,-0.299988
2784,-1.8426,-0.29987
2785,-1.84259,-0.299751
2786,-1.84258,-0.299633
2787,-1.84257,-0.299515
2788,-1.84257,-0.299397
2789,-1.84256,-0.299278
2790,-1.84255,-0.29916
2791,-1.84254,-0.299042
2792,-1.84254,-0.298924
2793,-1.84253,-0.298806
2794,-1.84252,-0.298687
2795,-1.84251,-0.298569
2796,-1.8425,-0.298451
2797,-1.8425,-0.298333
2798,-1.84249,-0.298215
2799,-1.84248,-0.298097
2800,-1.84247,-0.297979
2801,-1.84247,-0.297861
2802,-1.84246,-0.297743
2803,-1.84245,-0.297625
2804,-1.84244,-0.297507
2805,-1.84244,-0.297389
2806,-1.84243,-0.29727
2807,-1.84242,-0.297152
2808,-1.84241,-0.297035
2809,-1.8424,-0.296917
2810,-1.8424,-0.296799
2811,-1.84239,-0.296681
2812,-1.84238,-0.296563
2813,-1.84237,-0.296445
2814,-1.84237,-0.296327
2815,-1.84236,-0.296209
2816,-1.84235,-0.296091
2817,-1.84234,-0.295973
2818,-1.84234,-0.295855
2819,-1.84233,-0.295737
2820,-1.84232,-0.29562
2821,-1.84231,-0.295502
2822,-1.8423,-0.295384
2823,-1.8423,-0.295266
2824,-1.84229,-0.295148
2825,-1.84228,-0.29503
2826,-1.84227,-0.294913
2827,-1.84227,-0.294795
2828,-1.84226,-0.294677
2829,-1.84225,-0.294559
2830,-1.84224,-0.294442
2831,-1.84224,-0.294324
2832,-1.84223,-0.294206
2833,-1.84222,-0.294089
2834,-1.84221,-0.293971
2835,-1.8422,-0.293853
2836,-1.8422,-0.293736
2837,-1.84219,-0.293618
2838,-1.84218,-0.2935
2839,-1.84217,-0.293383
2840,-1.84217,-0.293265
2841,-1.84216,-0.293148
2842,-1.84215,-0.29303
2843,-1.84214,-0.292912
2844,-1.84214,-0.292795
2845,-1.84213,-0.292677
2846,-1.84212,-0.29256
2847,-1.84211,-0.292442
2848,-1.84211,-0.292325
2849,-1.8421,-0.292207
2850,-1.84209,-0.29209
2851,-1.84208,-0.291972
2852,-1.84207,-0.291855
2853,-1.84207,-0.291737
2854,-1.84206,-0.29162
2855,-1.84205,-0.291502
2856,-1.84204,-0.291385
2857,-1.84204,-0.291268
2858,-1.84203,-0.29115
2859,-1.84202,-0.291033
2860,-1.84201,-0.290915
2861,-1.84201,-0.290798
2862,-1.842,-0.290681
2863,-1.84199,-0.290563
2864,-1.84198,-0.290446
2865,-1.84197,-0.290329
2866,-1.84197,-0.290211
2867,-1.84196,-0.290094
2868,-1.84195,-0.289977
2869,-1.84194,-0.28986
2870,-1.84194,-0.289742
2871,-1.84193,-0.289625
2872,-1.84192,-0.289508
2873,-1.84191,-0.289391
2874,-1.84191,-0.289273
2875,-1.8419,-0.289156
2876,-1.84189,-0.289039
2877,-1.84188,-0.288922
2878,-1.84188,-0.288805
2879,-1.84187,-0.288688
2880,-1.84186,-0.28857
2881,-1.84185,-0.288453
2882,-1.84184,-0.288336
2883,-1.84184,-0.288219
2884,-1.84183,-0.288102
2885,-1.84182,-0.287985
2886,-1.84181,-0.287868
2887,-1.84181,-0.287751
2888,-1.8418,-0.287634
2889,-1.84179,-0.287517
2890,-1.84178,-0.2874
2891,-1.84178,-0.287283
2892,-1.84177,-0.287166
2893,-1.84176,-0.287049
2894,-1.84175,-0.286932
2895,-1.84175,-0.286815
2896,-1.84174,-0.286698
2897,-1.84173,-0.286581
2898,-1.84172,-0.286464
2899,-1.84171,-0.286347
2900,-1.84171,-0.28623
2901,-1.8417,-0.286113
2902,-1.84169,-0.285996
2903,-1.84168,-0.28588
2904,-1.84168,-0.285763
2905,-1.84167,-0.285646
2906,-1.84166,-0.285529
2907,-1.84165,-0.285412
2908,-1.84165,-0.285295
2909,-1.84164,-0.285179
2910,-1.84163,-0.285062
2911,-1.84162,-0.284945
2912,-1.84162,-0.284828
2913,-1.84161,-0.284712
2914,-1.8416,-0.284595
2915,-1.84159,-0.284478
2916,-1.84158,-0.284361
2917,-1.84158,-0.284245
2918,-1.84157,-0.284128
2919,-1.84156,-0.284011
2920,-1.84155,-0.283895
2921,-1.84155,-0.283778
2922,-1.84154,-0.283661
2923,-1.84153,-0.283545
2924,-1.84152,-0.283428
2925,-1.84152,-0.283312
2926,-1.84151,-0.283195
2927,-1.8415,-0.283078
2928,-1.84149,-0.282962
2929,-1.84149,-0.282845
2930,-1.84148,-0.282729
2931,-1.84147,-0.282612
2932,-1.84146,-0.282496
2933,-1.84145,-0.282379
2934,-1.84145,-0.282263
2935,-1.84144,-0.282146
2936,-1.84143,-0.28203
2937,-1.84142,-0.281913
2938,-1.84142,-0.281797
2939,-1.84141,-0.28168
2940,-1.8414,-0.281564
2941,-1.84139,-0.281448
2942,-1.84139,-0.281331
2943,-1.84138,-0.281215
2944,-1.84137,-0.281098
2945,-1.84136,-0.280982
2946,-1.84136,-0.280866
2947,-1.84135,-0.280749
2948,-1.84134,-0.280633
2949,-1.84133,-0.280517
2950,-1.84133,-0.2804
2951,-1.84132,-0.280284
2952,-1.84131,-0.280168
2953,-1.8413,-0.280052
2954,-1.84129,-0.279935
2955,-1.84129,-0.279819
2956,-1.84128,-0.279703
2957,-1.84127,-0.279587
2958,-1.84126,-0.27947
2959,-1.84126,-0.279354
2960,-1.84125,-0.279238
2961,-1.84124,-0.279122
2962,-1.84123,-0.279006
2963,-1.84123,-0.278889
2964,-1.84122,-0.278773
2965,-1.84121,-0.278657
2966,-1.8412,-0.278541
2967,-1.8412,-0.278425
2968,-1.84119,-0.278309
2969,-1.84118,-0.278193
2970,-1.84117,-0.278077
2971,-1.84117,-0.277961
2972,-1.84116,-0.277845
2973,-1.84115,-0.277729
2974,-1.84114,-0.277612
2975,-1.84114,-0.277496
2976,-1.84113,-0.27738
