Lp.,x1,x2,x1*,x2*,y*,f_calls,,x1*,x2*,y*,f_calls
40,0.148496,0.0644232,-3.51409e-05,4.92175e-05,1.16456e-07,305,,4.77829e-05,-2.00422e-06,7.28309e-08,191
41,-0.252366,-0.576898,-2.6565e-06,8.98218e-06,2.79375e-09,321,,6.59743e-05,-7.04886e-05,2.96812e-07,141
42,0.798414,-0.662825,4.75882e-05,-0.774678,0.619837,273,,3.18027e-05,-7.1819e-05,1.96448e-07,173
43,-0.888472,0.749349,3.96541e-05,-4.13038e-05,1.04394e-07,289,,-1.40827e-05,1.08128e-05,1.0038e-08,255
44,-0.826652,-0.703057,5.18441e-05,-0.774702,0.619837,289,,-9.24544e-05,5.45355e-06,2.73131e-07,205
45,-0.699731,0.212153,-0.774692,-0.774738,1.23967,273,,1.16284e-05,2.13939e-05,1.888e-08,191
46,0.893308,0.436098,-1.48234e-05,2.2514e-05,2.31372e-08,241,,-1.48234e-05,3.61392e-05,4.85845e-08,167
47,0.34057,-0.0690573,-1.31796e-05,2.18169e-05,2.06874e-08,289,,4.04914e-05,-1.10348e-05,5.60848e-08,233
48,0.704511,-0.355295,0.774766,0.774672,1.23967,305,,-1.29383e-05,-3.72407e-06,5.77203e-09,215
49,-0.483041,0.614021,-2.2418e-05,8.65523e-06,1.83884e-08,289,,2.43441e-05,1.86004e-05,2.98877e-08,189
50,-0.863414,0.0148376,-3.1876e-05,-2.61373e-05,5.41082e-08,241,,9.249e-06,4.58796e-05,6.97504e-08,161
51,0.176892,-0.831682,-0.77471,4.7667e-05,0.619837,273,,-1.75814e-05,4.69032e-05,7.98934e-08,155
52,0.959453,0.446434,4.44376e-05,0.77472,0.619837,241,,-3.69642e-05,-1.05607e-05,4.70595e-08,165
53,-0.526158,0.10206,-4.49071e-05,4.53471e-05,1.29695e-07,241,,4.80335e-05,1.59104e-06,7.35481e-08,193
54,-0.221697,0.745576,0.77471,3.51779e-05,0.619837,273,,0.77473,5.95967e-05,0.619837,169
55,0.151827,0.0692124,-1.90078e-05,2.63221e-05,3.35668e-08,257,,1.25169e-05,0.000136311,5.96644e-07,167
56,0.571801,0.411348,2.68797e-05,-2.56795e-05,4.4005e-08,273,,-6.02177e-05,-6.89853e-05,2.67004e-07,111
57,0.378965,-0.219479,-7.25111e-06,0.774683,0.619837,305,,-2.67009e-05,-4.94166e-06,2.34793e-08,271
58,0.220795,-0.260294,-0.774756,-1.79327e-05,0.619837,1657,,-2.02837e-05,-5.20796e-05,9.94669e-08,173
59,0.130339,0.208775,-1.33854e-05,-0.774693,0.619837,273,,-2.06031e-05,6.23135e-06,1.47531e-08,113
60,-0.996417,0.513122,-9.70448e-06,0.774682,0.619837,273,,-4.31955e-06,4.77151e-05,7.30909e-08,205
61,0.847737,-0.163268,-3.29268e-05,0.774753,0.619837,257,,-2.22403e-05,-4.46843e-05,7.93297e-08,233
62,0.670335,-0.588201,0.774703,4.04577e-05,0.619837,289,,-2.67055e-05,-1.17379e-05,2.70967e-08,279
63,-0.658906,-0.229758,-0.774715,0.774669,1.23967,1809,,-1.33693e-05,2.50645e-05,2.56959e-08,249
64,0.761712,0.02809,2.35993e-05,-3.3497e-05,5.3463e-08,305,,9.88391e-05,-2.38149e-05,3.29134e-07,131
65,-0.573927,-0.481373,-1.44359e-05,4.21263e-05,6.31444e-08,305,,1.41183e-05,8.43338e-06,8.61171e-09,211
66,-0.0762514,-0.108325,-7.73085e-06,-9.47938e-07,1.93171e-09,257,,-5.07666e-05,-5.55412e-05,1.80295e-07,121
67,-0.616204,0.295107,-5.27129e-05,-2.97021e-05,1.16571e-07,289,,-5.81839e-05,9.6233e-06,1.10747e-07,237
68,0.74847,-0.563819,4.18113e-05,4.22069e-05,1.12391e-07,289,,-8.85882e-06,-9.63361e-05,2.98018e-07,283
69,-0.247771,0.239098,-6.33578e-06,0.774729,0.619837,313,,7.24867e-06,2.46253e-05,2.09826e-08,225
70,0.87128,0.754808,-1.53647e-05,-3.60518e-05,4.89039e-08,273,,-4.49672e-05,-2.39687e-05,8.26807e-08,195
71,0.430873,0.439926,3.80504e-05,0.774735,0.619837,257,,-6.31276e-05,1.31299e-05,1.32385e-07,131
72,-0.994252,-0.0408481,1.66981e-05,5.06867e-07,8.88673e-09,289,,1.20611e-05,-3.64107e-05,4.68469e-08,177
73,-0.0715309,0.183567,7.69123e-06,-0.774665,0.619837,257,,7.68509e-05,-7.4313e-05,3.63912e-07,165
74,-0.262037,0.771779,-5.01004e-05,3.89808e-05,1.28311e-07,305,,-0.000117378,-2.08e-06,4.38849e-07,191
75,-0.363684,0.213176,0.774731,-0.774676,1.23967,289,,5.89242e-05,-2.39681e-05,1.28852e-07,133
76,-0.325716,-0.366844,3.97999e-06,0.774672,0.619837,329,,-7.51062e-06,9.50471e-07,1.82498e-09,121
77,-0.131116,0.559733,-1.50781e-05,4.25587e-05,6.49139e-08,273,,-5.79844e-06,-3.96613e-06,1.57149e-09,193
78,0.246901,-0.380997,0.774725,0.774741,1.23967,281,,-0.77466,-3.11666e-05,0.619837,123
79,-0.687515,-0.199734,-0.774665,0.774752,1.23967,257,,3.3371e-05,-3.1945e-05,6.79553e-08,263
80,0.756343,-0.642709,1.75106e-06,0.774696,0.619837,281,,-5.32241e-05,2.04666e-05,1.03542e-07,213
81,-0.0977179,0.256949,1.94055e-05,0.774721,0.619837,281,,2.76762e-05,-2.35414e-05,4.20375e-08,141
82,-0.722819,0.677891,5.25609e-05,0.774665,0.619837,273,,2.28338e-05,9.8708e-06,1.97047e-08,267
83,0.290452,0.884414,2.01112e-05,-3.42396e-05,5.02098e-08,321,,-3.87971e-05,0.774616,0.619838,121
84,0.825822,0.0293729,-2.62839e-05,-3.3842e-05,5.84667e-08,273,,-2.90498e-05,3.36319e-05,6.28888e-08,157
85,-0.524392,0.74244,1.0356e-05,-2.06251e-07,3.41638e-09,273,,-4.80834e-05,-3.5847e-05,1.14538e-07,157
86,0.786345,0.0657507,-4.50053e-05,-1.34492e-05,7.02559e-08,273,,-4.25941e-05,-5.9521e-05,1.70581e-07,187
87,-0.462735,0.513749,-3.33957e-05,0.774667,0.619837,257,,-2.06022e-05,3.39764e-06,1.38831e-08,161
88,-0.405338,0.00180912,0.774674,-8.74835e-06,0.619837,281,,-2.14034e-05,-2.065e-06,1.47231e-08,167
89,0.445445,-0.129506,0.774693,-9.16104e-06,0.619837,257,,-1.87591e-05,8.53666e-05,2.43256e-07,123
90,-0.220334,-0.106665,0.774683,-5.21145e-05,0.619837,289,,-0.000105667,-7.12795e-05,5.17323e-07,211
91,-0.980855,0.317869,4.6825e-05,-4.47875e-05,1.33691e-07,289,,4.84754e-05,-4.05293e-05,1.27131e-07,107
92,0.869474,-0.796393,-3.48032e-06,4.87285e-05,7.59946e-08,289,,-6.04969e-06,-5.99564e-05,1.15632e-07,173
93,0.444036,0.73939,0.774675,5.11041e-05,0.619837,273,,8.72445e-07,-3.45257e-05,3.79813e-08,199
94,-0.768804,-0.54757,4.89729e-05,3.6564e-05,1.1894e-07,273,,2.99474e-06,5.13166e-05,8.41396e-08,203
95,-0.0534146,0.24912,5.22283e-05,0.774699,0.619837,265,,-1.2474e-05,2.27966e-05,2.15028e-08,263
96,-0.666597,-0.897916,-0.774707,5.29746e-06,0.619837,225,,8.60231e-05,5.00055e-05,3.15257e-07,181
97,0.609415,0.939369,6.6224e-07,-4.23007e-05,5.69914e-08,289,,1.09421e-05,3.26636e-05,3.77857e-08,233
98,0.24544,0.90158,0.774761,2.24853e-05,0.619837,313,,3.62639e-05,-3.52759e-06,4.22714e-08,273
99,0.594603,-0.0391117,5.20289e-05,2.60226e-05,1.07761e-07,305,,-4.49483e-05,2.91049e-05,9.13067e-08,165
100,-0.116329,0.642885,1.45026e-05,-1.94137e-07,6.6985e-09,241,,0.774734,-4.45848e-05,0.619837,179
