iteration,x1,x2
0,-1.86612,-0.680143
1,-0.995803,0.126458
2,-0.823652,0.31218
3,-0.569983,0.362003
4,-0.269896,0.323497
5,-0.10116,0.229223
6,-0.05839,0.139901
7,-0.0351842,0.0845481
8,-0.0211828,0.0510701
9,-0.0127775,0.0308307
10,-0.00770988,0.0186097
11,-0.00465292,0.0112323
12,-0.00280819,0.0067794
13,-0.00169487,0.00409175
14,-0.00102294,0.00246959
15,-0.000617399,0.00149053
16,-0.000372633,0.000899616
17,-0.000224904,0.000542966
